tipo_elem;distrito;id;cod_cent;nombre;st_x;st_y;longitud;latitud
M-30;0.0;3600;PM30901;PM30901;443752.552707089;4473265.01733002;-3.662907041926056;40.40810142351296
M-30;0.0;3826;PM40755;PM40755;444529.59862675;4474550.79995005;-3.65386180998216;40.41973662452163
M-30;0.0;6791;PM40901;PM40901;443757.22291101294;4473275.90759995;-3.662852967002873;40.4081998447161
M-30;0.0;6793;PM41452;PM41452;438971.293986432;4469272.66553701;-3.7188702356676746;40.371799607393704
M-30;0.0;6807;PM43151;PM43151;442010.128613071;4481567.55528682;-3.6841991051127634;40.48277498850213
M-30;0.0;6808;PM43152;PM43152;442001.34246340103;4481567.77741024;-3.6843027826609696;40.4827763757861
M-30;0.0;10210;PM43041;PM43041;442068.627815105;4485420.44716952;-3.683861313710704;40.51748738285307
M-30;0.0;10211;PM41454;PM41454;437554.866462655;4469427.50321568;-3.7355685195094974;40.37308955028471
M-30;0.0;10268;PM41192;PM41192;442130.99809023796;4470745.26965662;-3.6817876813956087;40.385291023103875
M-30;0.0;3817;PM10486;PM10486;444028.034340025;4477385.71252116;-3.6600233227962793;40.44524143045041
M-30;0.0;10270;PM13107;PM13107;441775.23530961;4481827.33765391;-3.686994187606111;40.48509877274216
M-30;0.0;6888;90ET09PM01;90ET09PM01;441914.713381866;4470322.18830272;-3.684297113163988;40.38146461822342
M-30;0.0;6754;PM20972;PM20972;443516.09794579603;4472768.67847158;-3.6656495628578143;40.40361411513177
M-30;0.0;6716;PM20152;PM20152;443197.93949449103;4480469.95393578;-3.6700872059469978;40.47296942391313
M-30;0.0;6717;PM20231;PM20231;443458.139361046;4479960.48595725;-3.6669724470769767;40.46839765791133
M-30;0.0;6718;PM20232;PM20232;443482.234653403;4479964.80427787;-3.6666886199534012;40.46843819901117
M-30;0.0;6823;PM41453;PM41453;439190.904035172;4470907.33344407;-3.7164395714541727;40.3865415719356
M-30;0.0;6719;PM20233;PM20233;443473.619184454;4479961.25567167;-3.666789926105557;40.46840564533234
M-30;0.0;6668;PM10768;PM10768;444111.275243369;4474538.63253522;-3.658791453598493;40.419599022950116
M-30;0.0;6755;PM20976;PM20976;443508.90701694397;4472769.58991005;-3.6657343817453856;40.40362183801914
M-30;0.0;7124;PM10948;PM10948;443546.691070271;4473105.72923431;-3.6653189493063927;40.40665253260048
M-30;0.0;6937;PM41851;PM41851;435263.190541047;4472587.08571731;-3.7628820316401073;40.4013774889268
M-30;0.0;6679;PM11071;PM11071;442838.68135012296;4471877.58481976;-3.673552230960476;40.39554041733982
M-30;0.0;6764;PM21236;PM21236;441712.095959466;4470549.81702044;-3.6867047902817927;40.38350107569395
M-30;0.0;6641;PM10021;PM10021;442975.71055946103;4481531.42366198;-3.672804094219576;40.4825163767862
M-30;0.0;6642;PM10091;PM10091;442944.806888297;4481020.82575089;-3.673122743806083;40.47791456828538
M-30;0.0;6643;PM10092;PM10092;442929.09354919294;4481014.48034743;-3.673307542606206;40.47785632640541
M-30;0.0;6639;PM40001;PM40001;443198.010949101;4482754.78125069;-3.67029107771123;40.49355213710379
M-30;0.0;6892;10XC82PM01;10XC82PM01;442929.495959317;4471853.30218146;-3.6724800235007242;40.39532789367672
M-30;0.0;3761;PM41261;PM41261;441509.872128854;4470509.78837708;-3.6890834037796134;40.38312630406049
M-30;0.0;3762;PM41262;PM41262;441515.607653078;4470496.61298282;-3.6890146277396902;40.3830080154437
M-30;0.0;3763;PM41301;PM41301;441131.86460211297;4469595.18858161;-3.693451991214353;40.374860464720335
M-30;0.0;3703;PM41302;PM41302;441138.67731252796;4469595.61342412;-3.6933717839755076;40.374864773106005
M-30;0.0;6803;PM43012;PM43012;440982.54379628;4482367.51365285;-3.6963968034641224;40.489908909858286
M-30;0.0;6804;PM43021;PM43021;440793.47621133;4483021.16322879;-3.698688688245258;40.4957837580402
M-30;0.0;7129;PM43222;PM43222;443112.31474986;4481923.51801182;-3.671227652883401;40.486057900768806
M-30;0.0;6878;11NC43PM01;11NC43PM01;442491.03412074;4471606.93743286;-3.6776239700026276;40.39307834223305
M-30;0.0;6758;PM21181;PM21181;442288.922182251;4471123.75308561;-3.679961499974657;40.388711569147034
M-30;0.0;6759;PM21185;PM21185;442296.464926618;4471120.26285594;-3.6798723198565004;40.38868064971086
M-30;0.0;3705;PM41451;PM41451;439855.86686326104;4471572.76724426;-3.7086685275554636;40.392584405847444
M-30;0.0;3828;PM40754;PM40754;443634.676761327;4474848.11160815;-3.664436458024694;40.42235483091657
M-30;0.0;3704;PM41351;PM41351;441167.854440043;4469171.32932968;-3.6929889521165427;40.37104464437598
M-30;0.0;6951;PM41892;PM41892;432865.27758705104;4470227.18602609;-3.7908886585617045;40.37992884871748
M-30;0.0;6806;PM43032;PM43032;440742.701014504;4483430.13770733;-3.6993260920412077;40.49946432076076
M-30;0.0;10174;PM10714;PM10714;444166.83789029997;4475105.42956728;-3.6581863115469666;40.42470877117002
M-30;0.0;10175;PM40462;PM40462;444091.61444713;4477493.93059511;-3.6592831566665205;40.44622059197511
M-30;0.0;10208;PM41861;PM41861;434692.308535029;4472024.89878378;-3.76955127183804;40.39626852424458
M-30;0.0;6760;PM21188;PM21188;442309.725863645;4471114.43742452;-3.6797155601803953;40.388629089416455
M-30;0.0;6763;PM21231;PM21231;441712.185211721;4470557.23830576;-3.6867044177685186;40.3835679369997
M-30;0.0;6750;PM20912;PM20912;443748.962959981;4473391.31252188;-3.66296051054551;40.409238918830496
M-30;0.0;6751;PM20913;PM20913;443722.883238735;4473401.50001908;-3.6632687610411936;40.40932893078786
M-30;0.0;6753;PM20971;PM20971;443503.925496364;4472783.58444841;-3.6657943262106505;40.40374757069619
M-30;0.0;6744;PM20832;PM20832;444206.242137559;4474428.93582519;-3.6576624728593057;40.41861718707671
M-30;0.0;6745;PM20834;PM20834;444198.78653163795;4474432.04025704;-3.657750621832241;40.41864465361424
M-30;0.0;6746;PM20851;PM20851;443886.82371821604;4473815.29946294;-3.6613732132616312;40.41306773476074
M-30;0.0;6747;PM20852;PM20852;443982.43167133204;4473967.16338454;-3.6602597811918685;40.41444224974669
M-30;0.0;7126;PM20854;PM20854;444007.749341131;4473998.58624851;-3.6599641550346673;40.414727028031955
M-30;0.0;10177;PM20873;PM20873;443866.318093088;4473687.09012936;-3.6616035739324477;40.411911370994126
M-30;0.0;6749;PM20911;PM20911;443730.799492976;4473398.40119967;-3.6631751938400705;40.409301550032794
M-30;0.0;6895;11RE20PM01;11RE20PM01;442331.50814919797;4471997.25980577;-3.679538876272879;40.39658355160745
M-30;0.0;6887;11RE59PM01;11RE59PM01;441660.195614576;4471250.66430566;-3.6873803825497435;40.38981106079107
M-30;0.0;6886;11RE59PM02;11RE59PM02;441675.46165972203;4471262.38010774;-3.6872015976222805;40.389917672136335
M-30;0.0;6877;12NC07PM01;12NC07PM01;441957.773041858;4471396.02046276;-3.6838877024384535;40.39114129669854
M-30;0.0;1052;09NC51PM01;09NC51PM01;443545.87289197295;4472983.45492174;-3.665317744811184;40.40555096161879
M-30;0.0;1049;09XC37PM01;09XC37PM01;443565.63099666795;4472999.83937861;-3.665086361199921;40.4056999015437
M-30;0.0;6893;10NC18PM01;10NC18PM01;443289.245847097;4472437.61106236;-3.668293294878043;40.40061625365863
M-30;0.0;6891;10NC76PM01;10NC76PM01;442975.42320605;4472047.63304125;-3.6719562869851448;40.39708168143337
M-30;0.0;6894;10XC18PM01;10XC18PM01;443325.249362486;4472414.98464837;-3.6678670336620196;40.40041487340672
M-30;0.0;6800;PM42353;PM42353;436967.629891895;4478619.01514567;-3.743396003459905;40.45584613488538
M-30;0.0;10198;PM40011;PM40011;444231.772121954;4483972.50822816;-3.6582001682496905;40.50459204742279
M-30;0.0;6801;PM43001;PM43001;441236.659822603;4482123.98881866;-3.6933759036515657;40.48773317423763
M-30;0.0;6802;PM43011;PM43011;440993.348771647;4482370.37489271;-3.6962695817601023;40.48993545311001
M-30;0.0;7012;PM41853;PM41853;435317.951479879;4472554.39968016;-3.762233441835242;40.40108729637802
M-30;0.0;7015;PM43223;PM43223;443129.253363934;4482014.53884279;-3.671035970654954;40.486879015522966
M-30;0.0;10266;PM10578;PM10578;444094.915396362;4476432.53968977;-3.6591508332441847;40.43665925691981
M-30;0.0;10194;PM20667;PM20667;444132.12680907;4475607.55013419;-3.6586395999515666;40.42922981413481
M-30;0.0;0;PM10293;PM10293;443703.091848348;4479241.79888188;-3.664019389575228;40.46194002327082
M-30;0.0;10172;PM10533;PM10533;444178.697805403;4476903.51355804;-3.6582044328508765;40.440907663275276
M-30;0.0;10173;PM10593;PM10593;444087.051440966;4476291.2531173;-3.6592311163428644;40.43538594469919
M-30;0.0;10171;PM20394;PM20394;443918.120909884;4478258.48422561;-3.6613964189325863;40.453096387391845
M-30;0.0;6748;PM20864;PM20864;443861.195333044;4473724.3548867;-3.6616672361596443;40.412246727213045
M-30;0.0;10200;PM40012;PM40012;444210.768106248;4483986.27417673;-3.6584492636933614;40.50471464472683
M-30;0.0;10201;PM40014;PM40014;444224.223085174;4483977.21015941;-3.6582896737058355;40.50463389692051
M-30;0.0;3706;PM43022;PM43022;440786.63903486;4483015.57326723;-3.698768844775434;40.49573291387439
M-30;0.0;6798;PM42351;PM42351;436954.91438604397;4478717.19879964;-3.7435557072303753;40.45672964116797
M-30;0.0;6903;04TL40PM04;04TL40PM04;444704.11489558;4473025.72729059;-3.651672260420856;40.406009509410424
M-30;0.0;1050;08RR02PM01;08RR02PM01;443616.85987237794;4472987.76522457;-3.6644815910576938;40.40559460177222
M-30;0.0;6896;08RR18PM01;08RR18PM01;443710.586289085;4473084.68686003;-3.6633856573015913;40.406474068735065
M-30;0.0;6876;12XC06PM01;12XC06PM01;441971.33589121705;4471349.9870690005;-3.683723713645919;40.390727547544785
M-30;0.0;6874;12XC63PM01;12XC63PM01;441472.442805158;4471392.82493072;-3.689605464869425;40.39107854996862
M-30;0.0;1025;14RA15PM01;14RA15PM01;440505.050283578;4472048.00431968;-3.701064251441988;40.39691220738635
M-30;0.0;1037;15RR22PM01;15RR22PM01;439601.645922205;4472331.07542969;-3.7117356817872023;40.39939722059786
M-30;0.0;6866;14NL78PM01;14NL78PM01;440099.94364863297;4472185.80884867;-3.7058504855949437;40.39812458000919
M-30;0.0;1034;15RN03PM01;15RN03PM01;439198.68897256;4472525.9866622;-3.7165024013269234;40.40112374886644
M-30;0.0;6833;18RC06PM01;18RC06PM01;438893.39638544206;4474530.01051602;-3.7202922550601185;40.41915454812309
M-30;0.0;6809;PM43201;PM43201;444174.710576428;4481793.24434401;-3.6586815805123725;40.48495645618512
M-30;0.0;6810;PM43202;PM43202;444177.154477218;4481801.88080255;-3.6586535073100532;40.48503442160754
M-30;0.0;1035;15RU11PM01;15RU11PM01;439598.608508946;4472312.28295368;-3.71176968919332;40.39922770859042
M-30;0.0;6933;PM43221;PM43221;443112.515507936;4481916.5407822;-3.671224658088709;40.48599506068004
M-30;0.0;10179;PM20942;PM20942;443592.843474095;4472998.93416781;-3.6647655988438506;40.405693591062736
M-30;0.0;6862;15RV01PM01;15RV01PM01;439708.499196813;4472495.32706034;-3.7104921675720663;40.40088462204965
M-30;0.0;1002;05FT37PM01;05FT37PM01;437001.507305578;4473519.09024092;-3.7424909827639645;40.40990670130636
M-30;0.0;1042;18RL29PM01;18RL29PM01;438779.692967258;4474603.83139903;-3.721639535938614;40.41981120129534
M-30;0.0;6898;09XC09PM01;09XC09PM01;443637.978784794;4473190.24994028;-3.6642506506503363;40.40742012776925
M-30;0.0;6697;PM22502;PM22502;436461.877439351;4480556.36569951;-3.7495542871554344;40.47325986787065
M-30;0.0;10209;PM423091;PM423091;434137.09852274205;4479627.25819926;-3.776880720523132;40.46470914825112
M-30;0.0;10176;PM40462;PM40462;443912.89762667;4477454.70656164;-3.66138702557383;40.445855204273556
M-30;0.0;10269;PM13012;PM13012;440947.86601140705;4481962.11337691;-3.696768196499137;40.486254446689486
M-30;0.0;6883;90ET58PM01;90ET58PM01;441756.53836895706;4470723.76015013;-3.686197139665757;40.38507115990407
M-30;0.0;6884;90ET93PM01;90ET93PM01;441528.61276469205;4471098.66581696;-3.6889166796858897;40.38843255011913
M-30;0.0;6720;PM20261;PM20261;443664.148620713;4479455.09239372;-3.6644976282445376;40.46385883261677
M-30;0.0;3800;PM10612;PM10612;444048.13977348706;4476024.70192908;-3.659666401156897;40.432982094329134
M-30;0.0;6765;PM21301;PM21301;441334.573606874;4470802.71481276;-3.6911754596952453;40.385752821073766
M-30;0.0;6666;PM10711;PM10711;444186.554891219;4474983.79180819;-3.6579432161345293;40.423614314839924
M-30;0.0;6663;PM10572;PM10572;444103.462791962;4476431.00554184;-3.6590499262491396;40.43664601104793
M-30;0.0;3489;PM10728;PM10728;444161.682364982;4474969.57105428;-3.65823515274655;40.423484537658865
M-30;0.0;6667;PM30754;PM30754;443638.93687214;4474826.84657292;-3.6643843581512403;40.422163552646346
M-30;0.0;6860;15RR60PM03;15RR60PM03;439676.47121759295;4472633.77058342;-3.7108826861671877;40.40212946828254
M-30;0.0;6861;15RR60PM02;15RR60PM02;439672.855155423;4472628.60478032;-3.710924806978673;40.402082670265436
M-30;0.0;7118;14NC71PM01;14NC71PM01;439836.27468650206;4472312.22936295;-3.7089692305651507;40.39924443071075
M-30;0.0;6740;PM20756;PM20756;444253.071522195;4474787.83675688;-3.6571419711204483;40.421853503558964
M-30;0.0;3818;PM10501;PM10501;444196.597653038;4477109.0419513;-3.6580114375533848;40.44276037089067
M-30;0.0;3819;PM10502;PM10502;444173.15479482;4477109.87668213;-3.6582879224486575;40.44276631687948
M-30;0.0;3799;PM10611;PM10611;444058.49425650795;4476022.70424048;-3.6595441547493714;40.4329647945798
M-30;0.0;3820;PM10561;PM10561;444133.96542895795;4476530.72678158;-3.6586990736906007;40.4375464018075
M-30;0.0;3531;PM21307;PM21307;441328.531285143;4470791.84307244;-3.6912456420725945;40.38565445702954
M-30;0.0;3532;PM21941;PM21941;438117.158578439;4475347.43164408;-3.7295209849149336;40.426460851072655
M-30;0.0;10199;PM40018;PM40018;444204.10137718;4483989.08004648;-3.6585281896712702;40.50473947285068
M-30;0.0;10204;PM40951;PM40951;444995.29941162205;4472662.73603756;-3.64820943564743;40.4027587579055
M-30;0.0;3533;PM22081;PM22081;437488.42987874;4476417.63514704;-3.737037579245799;40.43605464907402
M-30;0.0;6767;PM22211;PM22211;437385.518987839;4477506.33286784;-3.7383581441355846;40.445854293674834
M-30;0.0;6768;PM22241;PM22241;437234.206250515;4478064.60339936;-3.74019747718207;40.45087197991359
M-30;0.0;3836;PM22341;PM22341;437014.882958205;4478881.98484003;-3.7428648427097917;40.458218635277454
M-30;0.0;6938;PM31851;PM31851;435193.697341551;4472538.50696446;-3.7636959503917065;40.400934467647424
M-30;0.0;3558;PM22391;PM22391;436817.051786755;4479447.88464534;-3.7452542695640485;40.46330142388878
M-30;0.0;3488;PM10712;PM10712;444169.13227997796;4474986.03261008;-3.658148782261894;40.42363333228197
M-30;0.0;3494;PM22971;PM22971;440570.835852426;4481798.2257060995;-3.701201172788589;40.48475118217286
M-30;0.0;6772;PM23011;PM23011;440986.186150031;4481998.97731872;-3.696319513082959;40.48658925580772
M-30;0.0;3838;PM30902;PM30902;443751.41435303795;4473257.05705999;-3.662919753587983;40.40802963601546
M-30;0.0;3839;PM31263;PM31263;441398.315804112;4470441.67071575;-3.6903913150449106;40.38250482411606
M-30;0.0;6777;PM31264;PM31264;441390.856956726;4470444.04385847;-3.690479400591743;40.38252567806765
M-30;0.0;7127;PM31301;PM31301;441119.36457082204;4469584.27439356;-3.6935982200867605;40.37476126064719
M-30;0.0;6792;PM40902;PM40902;443758.417733159;4473284.55270879;-3.662839650299892;40.40827780543236
M-30;0.0;6778;PM31451;PM31451;439838.750318966;4471579.03600479;-3.7088707865779043;40.39263964184443
M-30;0.0;6822;PM31453;PM31453;439183.48026013206;4470907.1095708;-3.716527008912211;40.38653901327513
M-30;0.0;3546;18RV21PM01;18RV21PM01;437237.980953398;4473723.89575967;-3.7397243613824553;40.41176953607472
M-30;0.0;7145;14NC96PM01;14NC96PM01;439815.647216469;4472309.277947401;-3.7092120079945072;40.39921635236381
M-30;0.0;6868;14NL24PM01;14NL24PM01;440506.94491248706;4471938.48825239;-3.7010316949132562;40.39592576634755
M-30;0.0;1033;15RH53PM01;15RH53PM01;439471.712073199;4472487.75806729;-3.7132816102267627;40.40079925849497
M-30;0.0;6848;15RM08PM01;15RM08PM01;439216.601324237;4472528.18001139;-3.716291541409067;40.40114481533412
M-30;0.0;6948;PM22082;PM22082;437480.85031531;4476416.80125488;-3.7371268564245956;40.4360465673106
M-30;0.0;3545;04FL92PM01;04FL92PM01;437229.22249912797;4473702.57262646;-3.739825478256253;40.41157678815552
M-30;0.0;3542;04FT14PM01;04FT14PM01;437979.39113211795;4474116.10899705;-3.7310248822472367;40.415358331870074
M-30;0.0;6900;04TL40PM01;04TL40PM01;444716.895770585;4473038.5081656;-3.6515227548743883;40.40612549580423
M-30;0.0;6899;04TL40PM02;04TL40PM02;444712.63547891704;4473033.53782532;-3.6515725284303713;40.406080437160945
M-30;0.0;1001;05FT10PM01;05FT10PM01;437255.413416138;4473705.61836563;-3.739517113031482;40.4116062001018
M-30;0.0;6905;05TL00PM02;05TL00PM02;445081.165923698;4472600.28003909;-3.6471922041858957;40.40220178493479
M-30;0.0;6780;PM31801;PM31801;437032.819923522;4473558.65286195;-3.7421258812156553;40.41026546659968
M-30;0.0;6854;15XL49PM01;15XL49PM01;439482.043679399;4472493.4404507;-3.7131604089316403;40.40085119906026
M-30;0.0;1040;16RC01PM01;16RC01PM01;438727.39022505603;4473088.52229521;-3.7221100746331084;40.4061567792169
M-30;0.0;6840;17NC65PM01;17NC65PM01;438816.64189446;4474137.92971673;-3.7211592142390693;40.415616873563515
M-30;0.0;1014;18RL09PM01;18RL09PM01;438801.129046253;4474820.69347449;-3.721407744122688;40.42176636495871
M-30;0.0;6779;PM31452;PM31452;438957.285436933;4469281.07123844;-3.7190360379271663;40.371874304478595
M-30;0.0;6644;PM10141;PM10141;443164.001869596;4480445.97765987;-3.6704853897480745;40.47275111328212
M-30;0.0;6658;PM10447;PM10447;443986.514318037;4477621.1955895;-3.66053366478993;40.44735998479045
M-30;0.0;10178;PM20948;PM20948;443595.105338434;4472988.71882486;-3.664738038838731;40.40560171875763
M-30;0.0;6906;05TL00PM03;05TL00PM03;445078.325729252;4472596.01974743;-3.647225304917683;40.402163218339965
M-30;0.0;1048;08RE14PM01;08RE14PM01;443760.763142872;4473596.3571018;-3.662839568340203;40.41108687219345
M-30;0.0;6907;08RE66PM01;08RE66PM01;443798.440729819;4473302.64656537;-3.6623695839660657;40.408443508055484
M-30;0.0;7117;14NC58PM01;14NC58PM01;439976.49102450203;4472236.51885008;-3.707309902938393;40.39857251174512
M-30;0.0;6856;15RA15PM01;15RA15PM01;439801.362845377;4472384.51594711;-3.709387437018606;40.399893100415554
M-30;0.0;1032;15RC05PM01;15RC05PM01;439815.31051374704;4472382.44962587;-3.7092228927258732;40.39987549417435
M-30;0.0;3797;PM40005;PM40005;443191.149362774;4482757.54380423;-3.6703722901857017;40.49357655370953
M-30;0.0;6897;08RL21PM01;08RL21PM01;443542.640625092;4473057.01601836;-3.66536236052387;40.40621342202054
M-30;0.0;6875;12NC63PM01;12NC63PM01;441514.864920006;4471426.11645313;-3.6891087143562045;40.39138143759433
M-30;0.0;6640;PM10013;PM10013;442972.37156302296;4481561.88531519;-3.6728462270138538;40.482790559028786
M-30;0.0;6742;PM20776;PM20776;444290.81952352205;4474475.84096737;-3.6566696972132298;40.41904540099528
M-30;0.0;6869;14RA02PM01;14RA02PM01;440521.16772108205;4471941.53106742;-3.700864397681447;40.39595419345498
M-30;0.0;6794;PM41801;PM41801;437043.446637446;4473548.84623437;-3.7419996753219285;40.410177928302566
M-30;0.0;6775;PM23111;PM23111;441783.760038921;4481861.5115577;-3.6868967495883096;40.485407222616466
M-30;0.0;6795;PM41852;PM41852;435267.83372504;4472572.73724039;-3.7628258602170046;40.40124859342315
M-30;0.0;1022;14RR28PM01;14RR28PM01;440426.352430588;4471893.36337108;-3.7019770607930695;40.39551349752259
M-30;0.0;10202;PM40956;PM40956;445018.16938732396;4472679.33321316;-3.6479413716498357;40.40290978567741
M-30;0.0;6904;05TL00PM01;05TL00PM01;445087.55636120006;4472601.34511201;-3.6471169923640114;40.40221180121999
M-30;0.0;1003;05FT66PM01;05FT66PM01;436739.489471744;4473387.49141261;-3.7455657564312057;40.40870133559406
M-30;0.0;6743;PM20831;PM20831;444182.208427602;4474428.97304016;-3.6579457530136303;40.41861591060708
M-30;0.0;6820;PM11074;PM11074;442833.30337865604;4471884.32594423;-3.673616202571256;40.395600776043466
M-30;0.0;6682;PM11108;PM11108;442590.968285515;4471630.64588077;-3.676448668025189;40.39329881521833
M-30;0.0;6688;PM11303;PM11303;441382.393584695;4470841.103443;-3.690615632460754;40.38610201266782
M-30;0.0;3823;PM20041;PM20041;442966.223741919;4480982.12241147;-3.6728666087959096;40.47756738296846
M-30;0.0;1027;14VE04PM01;14VE04PM01;440417.287833409;4472047.7592252;-3.702098311990219;40.396903725130386
M-30;0.0;6847;16NC07PM01;16NC07PM01;439023.609091245;4472635.38543432;-3.7185759252532926;40.402096461451684
M-30;0.0;6845;16NC75PM01;16NC75PM01;438817.817275878;4473205.47904602;-3.7210556973938314;40.407217028923895
M-30;0.0;6872;13NC25PM01;13NC25PM01;441282.39104221796;4471519.02125345;-3.691856244724944;40.39220201836662
M-30;0.0;6871;13NC95PM01;13NC95PM01;440540.47929939796;4471988.07193539;-3.7006412032647322;40.396374836262645
M-30;0.0;1020;13NL60PM01;13NL60PM01;440861.371790908;4471428.71069063;-3.696808286817385;40.39135866765298
M-30;0.0;6873;13XC26PM01;13XC26PM01;441053.152727758;4471630.18971686;-3.694567409806942;40.39318729085374
M-30;0.0;6776;PM23181;PM23181;442399.02802859206;4481850.3088355;-3.6796366361655997;40.48534921958543
M-30;0.0;6934;PM23221;PM23221;443095.11311160604;4482005.71079084;-3.671437983554437;40.48679714923152
M-30;0.0;6935;PM23222;PM23222;443102.260103783;4482004.14719392;-3.6713535191641613;40.486783553553074
M-30;0.0;6858;15NL09PM01;15NL09PM01;439800.88359349297;4472354.84492389;-3.709390278500649;40.39962577474979
M-30;0.0;6850;15NL71PM01;15NL71PM01;439322.329453007;4472648.24441039;-3.7150571429118626;40.402234123344506
M-30;0.0;6939;PM31852;PM31852;435187.406559652;4472554.74811236;-3.763771730060837;40.40108028437146
M-30;0.0;3560;PM22851;PM22851;439425.523369721;4481397.04505546;-3.7146753282072957;40.48105443554932
M-30;0.0;6950;PM31892;PM31892;432852.82189823396;4470252.97367398;-3.791038098253443;40.38016014927538
M-30;0.0;6942;PM31881;PM31881;433648.654431424;4471010.07148417;-3.781742339234982;40.38704410983435
M-30;0.0;6941;PM31882;PM31882;433642.494035925;4471015.01918572;-3.781815429141479;40.38708818983923
M-30;0.0;6949;PM31891;PM31891;432859.339704134;4470246.16366961;-3.7909606036336507;40.38009932755696
M-30;0.0;6771;PM22901;PM22901;439909.51574465603;4481584.77631725;-3.7089832540040026;40.482780752808814
M-30;0.0;3559;PM22392;PM22392;436803.051230225;4479440.55202149;-3.7454186651955528;40.46323430451476
M-30;0.0;6769;PM22471;PM22471;436541.564452324;4480173.07156834;-3.748575957942773;40.46981313304685
M-30;0.0;3597;PM22571;PM22571;436893.50153544295;4480899.98296073;-3.7444970497921912;40.47638818161108
M-30;0.0;6816;PM22572;PM22572;436706.391413322;4480905.58317744;-3.7467048573980963;40.47642439088176
M-30;0.0;6770;PM22641;PM22641;437718.70628319104;4480754.30877575;-3.734748179417166;40.475138197721144
M-30;0.0;3598;PM22721;PM22721;438314.195138367;4480706.87019147;-3.7277189725910187;40.474755297850535
M-30;0.0;3599;PM22781;PM22781;438865.25586545;4480963.37776662;-3.7212432229012666;40.47710675243519
M-30;0.0;6835;18RA28PM01;18RA28PM01;438873.711095507;4474534.2895743;-3.7205246887012784;40.419191649979076
M-30;0.0;1012;18RA66PM01;18RA66PM01;438850.33983023796;4474817.18066354;-3.7208273567794072;40.42173833802041
M-30;0.0;1011;18RM17PM01;18RM17PM01;438765.81694086;4474637.20509109;-3.7218063017715264;40.42011082491147
M-30;0.0;6665;PM10662;PM10662;444079.724324282;4475598.33322978;-3.6592565357471423;40.42914326229658
M-30;0.0;6851;15RV50PM01;15RV50PM01;439324.392470996;4472661.38375321;-3.715034085468087;40.40235263907898
M-30;0.0;6853;15XC54PM01;15XC54PM01;439479.46077784896;4472516.16998434;-3.7131930052165663;40.40105576982794
M-30;0.0;1039;16RE18PM01;16RE18PM01;438754.23734508;4472959.50366264;-3.7217812840843365;40.40499649634991
M-30;0.0;6726;PM20412;PM20412;443947.74109566206;4478159.59164986;-3.6610383878965225;40.45220751217332
M-30;0.0;6727;PM20441;PM20441;444060.407249478;4477640.10007016;-3.6596640093244557;40.447535261426296
M-30;0.0;6756;PM21081;PM21081;442832.641534016;4471850.51716285;-3.6736209655423253;40.39529616212668
M-30;0.0;6757;PM21148;PM21148;442406.92824790603;4471293.43556452;-3.6785865679154957;40.39024833103029
M-30;0.0;6773;PM23071;PM23071;441572.15278970206;4481972.56409201;-3.6894035807639938;40.48639276200282
M-30;0.0;6774;PM23073;PM23073;441566.55386647;4481964.65157948;-3.68946890979496;40.486321088941004
