tipo_elem;distrito;id;cod_cent;nombre;st_x;st_y;longitud;latitud
PUNTOS DE MEDIDA URBANOS;0.0;5107;None;PINZON  N-S (TUCAN-OCA);437291.717112315;4471428.54500442;-3.738864955877472;40.3910960905376
PUNTOS DE MEDIDA URBANOS;0.0;5162;None;CARAB-ARAVACA E-O(SEB.ALVARO-VILLAVICI.);434447.220509014;4472224.77060489;-3.772459589033061;40.39804978692772
PUNTOS DE MEDIDA URBANOS;0.0;9933;None;RAMIRO MAEZTU E-O(DIRECCISN NORTE)(MORERAS -AV.GREGORIO AMO);438701.379589277;4477940.08522483;-3.7228843918344108;40.44985976398459
PUNTOS DE MEDIDA URBANOS;0.0;7073;None;MARTMN FIERRO S-N(OBISPO TREJO - JUAN HERRERA);438042.931327835;4476708.97845251;-3.7305286879182473;40.43872067618266
PUNTOS DE MEDIDA URBANOS;0.0;4508;None;FRANCOS RODRIGUEZ O-E(PIRINEOS-POLICIA);439440.08611765;4479106.00714473;-3.7142848119682084;40.4604169897393
PUNTOS DE MEDIDA URBANOS;0.0;4509;None; FRANCOS RODRIGUEZ E-O(COLEGIO PALOMA-DEHESA  VILLA);439348.876527186;4479149.70730924;-3.7153646964876392;40.460804005020364
PUNTOS DE MEDIDA URBANOS;0.0;5419;None;AV.MONFORTE DE LEMOS O-E(PL.ARTEIJO-GINZO DE LIMIA);440277.82882850396;4481371.51698998;-3.7046179014870013;40.480886208403255
PUNTOS DE MEDIDA URBANOS;0.0;5420;None;AV.MONFORTE DE LEMOS E-O(FINISTERRE-GINZO DE LIMIA);440525.61974696704;4481442.09052731;-3.7017012272640533;40.48153974640823
PUNTOS DE MEDIDA URBANOS;0.0;5418;None;AV.MONFORTE DE LEMOS E-O(PL.ARTEIJO-PL.FONSAGRADA);440159.363857155;4481353.18287203;-3.706013751571158;40.48071251901688
PUNTOS DE MEDIDA URBANOS;0.0;7029;None; PÃÂº Recoletos  N-S -  (PL. Colon-BÃÂ¡rbara Braganza);441510.905106017;4475279.77323341;-3.6895095753563805;40.42609687021882
PUNTOS DE MEDIDA URBANOS;0.0;4192;None;Dr. Esquerdo N-S - Angel Ganivet-Av. Mediterraneo;443247.618984551;4473494.63091626;-3.6688780592286054;40.41013563894604
PUNTOS DE MEDIDA URBANOS;0.0;3934;None;Concha Espina, 39 O-E - Pl. Sagrados Corazone-Serrano;442168.423651791;4478325.89170128;-3.6820360858700907;40.4535837236113
PUNTOS DE MEDIDA URBANOS;0.0;7037;None;Goya, 43 E-O - NuÃÂ±ez de Balboa-Velazquez;442180.948919299;4475378.18714796;-3.6816201218702527;40.427030268569816
PUNTOS DE MEDIDA URBANOS;0.0;5082;None;Goya E-O - General PardiÃÂ±as-Principe de Vergara;442528.679838465;4475353.05186145;-3.677518774393425;40.426827932080606
PUNTOS DE MEDIDA URBANOS;0.0;4016;None;Jose Ortega y Gasset O-E - NuÃÂ±ez de Balboa-Castello;442234.239212366;4475941.26259645;-3.6810431008452555;40.432106432606524
PUNTOS DE MEDIDA URBANOS;0.0;4017;None;Jose Ortega y Gasset E-O - NuÃÂ±ez de Balboa-Velazquez;442213.130324691;4475945.10797604;-3.6812923020158594;40.432139607411244
PUNTOS DE MEDIDA URBANOS;0.0;4018;None;Lateral M-30 N-S - Salida Puente Ventas-Pl. Toros;444046.807276126;4476161.21434151;-3.6596941286169993;40.43421178050481
PUNTOS DE MEDIDA URBANOS;0.0;4043;None;Principe de Vergara S-N - Jorge Juan-Goya;442406.41606500396;4475220.83314491;-3.678948046400353;40.425628384076546
PUNTOS DE MEDIDA URBANOS;0.0;7041;None;PÃÂº del Prado N-S - Zorrilla-Plaza de las Cortes;441211.32259281795;4474510.22480966;-3.6929698710039784;40.41914329090694
PUNTOS DE MEDIDA URBANOS;0.0;4400;None;Carranza O-E - San Bernardo -Fuencarral;440343.386653338;4475858.9526259005;-3.703326462888467;40.431231480885494
PUNTOS DE MEDIDA URBANOS;0.0;4387;None;Conde Duque, 13 S-N - Sta Cruz de Marcenado-Alberto Aguilera;439936.781169851;4475825.11094702;-3.708116627570603;40.43089735906548
PUNTOS DE MEDIDA URBANOS;0.0;4388;None;Alberto Aguilera E-O - Vallehermoso-Galileo;439895.524161599;4475938.36932317;-3.7086137024805104;40.43191466011388
PUNTOS DE MEDIDA URBANOS;0.0;4385;None;Alberto Aguilera O-E - Princesa-Serrano Jover;439415.464454646;4475996.67213234;-3.714278604451487;40.43240504904441
PUNTOS DE MEDIDA URBANOS;0.0;4386;None; Alberto Aguilera O-E - Conde Duque-Acuerdo;440069.37734256;4475904.13050442;-3.7065609452866117;40.4316187661691
PUNTOS DE MEDIDA URBANOS;0.0;4680;None;Puente de la Paz E-O - Av.Donostiarra-Av.Brasilia;444137.815184885;4477110.57855599;-3.6587046686868314;40.442770266156344
PUNTOS DE MEDIDA URBANOS;0.0;4687;None;Poeta Claudio Rodriguez S-N  - Clara del Rey-CorazÃÂ³n de Maria;443163.758814779;4477106.123215;-3.6701892172733652;40.442664117156724
PUNTOS DE MEDIDA URBANOS;0.0;7077;None;Camilo JosÃÂ© Cela, 4  S-N - Azcona-Eraso;443521.90485089103;4476564.17281913;-3.665918203456127;40.437806358573695
PUNTOS DE MEDIDA URBANOS;0.0;4685;None; Av.Toreros O-N - Colomer-Francisco Altimiras(Giro);443809.0022069009;4476292.82172075;-3.662509335166819;40.43538133597042
PUNTOS DE MEDIDA URBANOS;0.0;4686;None; Mejico E-O - Eduardo Vicente-Cartagena;443107.3684256621;4476812.06003334;-3.6708277720700933;40.44001119388954
PUNTOS DE MEDIDA URBANOS;0.0;9991;None;Capitan  Haya, 55  - Rosario Pino -Estebanez Calderon;441469.320826229;4479551.90241619;-3.6903934370376206;40.464579218296976
