tipo_elem;distrito;id;cod_cent;nombre;x;y;longitud;latitud
URB;0.0;5236;84001;AV, CARABANCHEL ALTO N-S(CARPIO TORTA-AV, PESETA);435998,849513127;4468369,39121434;-3.7537898343666587;40.363439577596296
URB;0.0;5551;61039;Av,Pio XII S-N - Alfonso XIII-Madre de Dios;442647,354995296;4479115,02146387;-3.6764594847617844;40.46072575374423
URB;0.0;5552;61040;Av,Pio XII S-N - Madre de Dios-Madreselva;442678,60072202;4479315,03089926;-3.67610903848258;40.462529685483325
URB;0.0;6393;64006;Av, Canillejas a Vicalvaro - Maria Sevilla Diago-J,Gª, Boutan;448148,196166152;4475727,3750035;-3.6113056325367197;40.43056929923245
URB;0.0;9968;34024;LOPEZ DE HOYOS O-E (EUGENIO SALAZAR-MARCENADO);442917,412256555;4477347,65112297;-3.6731155476058692;40.44482304221259
URB;0.0;5189;81009;AV,MANZANARES N-S PTE,SEGOVIA M-30;438640,379937383;4473664,48764397;-3.723190968758411;40.41133892341033
URB;0.0;3810;65027;AV, Daroca 106 O-E - Fco, Largo Caballeroo-Fuente Carranton;446744,884566573;4474173,04210902;-3.627718835243721;40.41647827611017
URB;0.0;5281;85007;GRAL RICARDOS E-O(MANUEL CARMONA-SALLABERRY);438924,187077672;4471923,98577375;-3.7196792299826145;40.395680553735346
URB;0.0;5286;85012;ANTONIO LOPEZ O-E (MARQUES DE VADILLO-BALEARES);439325,439563167;4472108,04286202;-3.7149690099727604;40.39736795745463
URB;0.0;5300;85023;MARQUES JURA REAL S-N (F, DIAZ MENDOZA-CNEL, VALENZUELA);439805,681079622;4471572,45656961;-3.7092597862204695;40.39257798181366
URB;0.0;5305;86002;MAESTRA JUSTA FREIRE ENTRE TROMPAS Y AV AVIACION;434991,412431776;4469335,47891289;-3.765752677837873;40.37206456487347
URB;0.0;5168;98025;(TACTICO)GALICIA S-N(FUENTESAUCO-BOADILLA);434421,704622836;4472337,61006396;-3.772771859417305;40.39906427643375
URB;0.0;5584;61073;Costa Rica O-E - Principe de Vergara-Puerto Rico;442685,748225059;4478862,74974943;-3.6759838968301684;40.45845582396678
URB;0.0;3580;61074;(AFOROS)Costa Rica O-E - Puerto Rico-Victor de la Serna;442906,813752557;4478859,75321288;-3.6733764758228706;40.458444047262624
URB;0.0;6432;65016; C/, Fuente Carrantona  - Paular-Jose Bergamin;446530,579196489;4473397,5906082;-3.6301795389684237;40.4094787931946
URB;0.0;5658;62042;Sor Angela de la Cruz O-E - Infanta Mercedes-Orense;441016,088761235;4479012,17485314;-3.6956889610624977;40.45968507475937
URB;0.0;5660;62044;San German E-O - Poeta Joan Maragall-Orense;441220,137448138;4478637,41507538;-3.6932477622690656;40.456323537495976
URB;0.0;5661;62045;Pedro Teixeira E-O - Av,del Brasil-Orense;441167,408464983;4478501,72136503;-3.6938570279279026;40.45509741920316
URB;0.0;3667;62047;San German O-E - Lazaga-Infanta Mercedes;440747,350198954;4478701,78721434;-3.69882941636765;40.45686985478714
URB;0.0;5663;62049;Julian Besteiro S-N - Pedro Teixeira-San German;441045,01778986;4478569,69630532;-3.6953066850358027;40.45570109361091
URB;0.0;5664;62050;Infanta Mercedes S-N - San Enrique-San German;440791,453977578;4478601,84817342;-3.6982999692197582;40.45597270532961
URB;0.0;5673;62059;Sor Angela de la Cruz E-O - Orense-Iinfanta Mercedes;441063,950533689;4479006,20858254;-3.695123938176229;40.45963472403695
URB;0.0;5674;62060;Sor Angela de la Cruz E-O - Infanta Mercedes-Bravo Murillo;440924,397228343;4479075,12132578;-3.696776204850197;40.46024560931781
URB;0.0;5329;86027;RAFAEL FINAT ENTRE GRAL, SALIQUET Y BLAS CABRERA;434424,880779047;4469873,08491401;-3.7724807313749764;40.37686315648972
URB;0.0;5656;62041;Francisco Gervas E-O - Poeta Joan Maragall-Orense;441238,63698103;4479136,6843296;-3.6930758135081914;40.460822476027374
URB;0.0;5690;62080;Bravo Murillo O-E(Giro a Pinos Alta) - OÑate-Azahar;441092,80765232;4479554,65230766;-3.694834511531081;40.46457738023869
URB;0.0;5692;62082;Bravo Murillo S-N - Rosa Silva-OÑate;440966,049466452;4479449,19063962;-3.696319760882087;40.46361834106349
URB;0.0;7094;62085;Sor Angela de la Cruz O-E(Giro Izqda) - Poeta Joan Maragall-Orense;441201,128518589;4478962,93633736;-3.6935020900159206;40.45925462724916
URB;0.0;5695;63005;Bravo Murillo N-S - Juan Pantoja- Carnicer;440338,468700404;4477930,06742568;-3.7035789305372155;40.44988863009857
URB;0.0;3583;63006;(AFOROS)Bravo Murillo N-S - Carnicer-Almansa;440327,707446314;4477837,35006058;-3.703697114997275;40.44905262068659
URB;0.0;5342;87007;AV, OROVILLA N-S (M-40-CIRCULO);441352,682235716;4468324,29407952;-3.6907340961640673;40.363427089687825
URB;0.0;5343;87008;CIRCULO O-E (SALIDA CARREFOUR-AV, OROVILLA);441362,761276296;4468182,44269774;-3.690602354622626;40.362149918956746
URB;0.0;5345;87010;(AFOROS)AV, ROSALES O-E (AV,ANDALUCIA-OROVILLA);441142,497146591;4468873,64774212;-3.693260137373051;40.368361170412186
URB;0.0;7107;87025;870506;441864,389561808;4468150,99827835;-3.6846919430652054;40.36190177443392
URB;0.0;5687;62077;Bravo Murillo S-N - Maria Zayas- Lope de Haro;440576,955339141;4478867,34841832;-3.7008544199670497;40.45834913211553
URB;0.0;6360;59006;C/, Virgen de la Alegria  - Virgen del Portillo-Virgen de Lluc;444389,404503062;4476264,31298766;-3.655664143657108;40.43516352570906
URB;0.0;6373;59019;Av, Badajoz - Salvador de Madariaga-Martinez Villergas;444385,547789294;4476925,14647098;-3.655767452778701;40.441116404421955
URB;0.0;7108;87026;(TACTICO) SALIDA M-40 NORTE (GR-10);441920,264265481;4468103,55575267;-3.684029603413025;40.36147827773513
URB;0.0;7106;97086;Ferraz S-N - Cuesta San Vicente - Pl,EspaÑa;439514,320882746;4474834,44205186;-3.713002619731736;40.421942367574296
URB;0.0;7095;97089;Bailen S-N(Tunel) - San Quintin - Pl, Marina EspaÑola;439516,984586509;4474562,89639705;-3.7129453971001434;40.419496356558234
URB;0.0;6356;59002;Av, Donostiarra - Virgen de la Roca-Virgen del Lluc;444255,830548146;4476217,0194603;-3.657234770683819;40.434728538380156
URB;0.0;6357;59003;C/, Jose del Hierro - Jose de Hierro-Virgen del Sagrario;444813,554529157;4476357,18315308;-3.6506716704413167;40.43602840311692
URB;0.0;6359;59005;C/, Virgen del Lluc  - Jose del Hierro-Alcalde Lopez Casero;444491,23553136;4476196,4399645;-3.6544576738334573;40.43455889193335
URB;0.0;6582;76002;SANTUARIO VALVERDE, 2 S-N (MONASTERIO SILOS - MONASTERIO ESCORIAL);439939,185375292;4483950,03520461;-3.70885741247142;40.504089959513024
URB;0.0;5301;85024;PEDRO YAGUE S-N (Pº STA MARIA CABEZA-MARQUES JURA REAL);439907,417821093;4471591,95638529;-3.7080629656103814;40.392760992023966
URB;0.0;3830;85034;ANTONIO LOPEZ ENTRE S, GOMEZ Y GTA, CADIZ  S-N;440758,5353393;4470947,20481522;-3.697975102332997;40.387013702274906
URB;0.0;3775;44025;C/, Alcala  - Boldano-Arturo Soria;445780,706816678;4476504,33404629;-3.6392817676085456;40.437417635957445
URB;0.0;6519;71018;Av, Arcentales - Av, Canillejas a Vicalvaro-San Romualdo;447556,258163568;4476097,07425261;-3.618314393566114;40.43386266320898
URB;0.0;3711;71019;C/, Miguel Yuste - Albasanz-Julian Camarillo;447101,891058696;4476448,82941599;-3.6237003856406016;40.43700270650387
URB;0.0;10334;75031;AV, MONASTERIO ESCORIAL E-O (COLEGIATA CERVATOS -ARLANZA);441354,991271264;4484534,39733966;-3.6922028975033876;40.509455383234176
URB;0.0;10336;75032;AV, MONASTERIO ESCORIALO-E (COLEGIATA CERVATOS -ARLANZA);441373,181384474;4484746,83270133;-3.69200788139509;40.5113703605496
URB;0.0;3452;61701;(AFOROS)Principe de Vergara N-S (ES21) - Alberto Alcocer-Potosi;442599,506818188;4478759,66102479;-3.676991668263606;40.457521201029344
URB;0.0;9991;62001;Poeta Joan Maragall, 55  - Rosario Pino -Estebanez Calderon;441359,925658408;4479344,43306375;-3.691664537661841;40.46270253305184
URB;0.0;5926;44024;C/, Alcala  - Urquiza-Gutierre de Cetina;445198,771026556;4476134,64694458;-3.646110888675889;40.43404914738219
URB;0.0;5988;45043;C/, Gandhi - Institucion Libre EnseÑanza-Jose Arcones Gil;446544,432084434;4475225,14246293;-3.6301698732815;40.425943375250824
URB;0.0;6088;47027;Golfo Salonica 1 N-S - (Espliego-Av, San Luis);443586,938857531;4480717,78274209;-3.665520563481633;40.475228490199115
URB;0.0;6089;47028;C/, Mesena - Eladio lopez Vilches-Av, San Luis;443611,88316034;4480596,18130459;-3.6652154962683507;40.47413474332934
URB;0.0;3781;52406;C/, El Bosco  - Maruja Garcia Romero-Ramon Perez Ayala;444495,000444195;4472816,32003772;-3.6541182989265732;40.404109131588854
URB;0.0;6129;52407;C/, El Bosco - Maruja Garcia Romero-Ceramica;444455,334590595;4472846,64676843;-3.6545883728775848;40.40437968715644
URB;0.0;6419;64405;Av, Canillejas a Vicalvaro a Suecia - Aquitania-Av, Guadalajara;448143,0092059;4474712,07957939;-3.611283969942077;40.42142256129453
URB;0.0;6424;65006;C/, Fuente Carrantona - Hacienda de Palacios-Encomienda de Palacios;445910,239191565;4472261,31913564;-3.6373937485174275;40.399202486034596
URB;0.0;6532;71033;C/, Albasanz - Pl, Cronos-San Romualdo;447359,520127962;4476713,56788651;-3.620684886488763;40.43940397394309
URB;0.0;10117;46046;C/ Arturo Soria - Duque de Tamames - Ramirez de Arellano;444680,935719968;4477997,93008561;-3.6523780900760947;40.450800302781076
URB;0.0;6431;65015;C/, Fuente Carrantona  - Mario Cabre-Av, Doctor Garcia Tapia;446372,626866542;4473075,05231201;-3.6320138444759573;40.40656300864057
URB;0.0;6440;65029;C/, Luis Hoyos Sainz  - Pico Artilleros-Fuente Carrantona;446049,227237242;4472767,40612691;-3.635798900982487;40.40377064785717
URB;0.0;6444;65033;Via Servicio A-3 - A-3-El Bosco;445477,51691914;4471802,47479833;-3.642453353883827;40.39504071420049
URB;0.0;6534;71035;C/, San Mariano - San Mariano-Alcala;447942,334566251;4477311,18759494;-3.6138622582907045;40.44482437756003
URB;0.0;6476;66010;Av, Guadalajara - San Marino-Francfort;448437,64745961;4474994,53880519;-3.60783389895668;40.42398544363805
URB;0.0;10162;68605;Av, Entrevias - Benemeji-La Mancha;443293,662766247;4470266,73146843;-3.6680479677228583;40.38106001449999
URB;0.0;6491;69001;Av, Arcentales - Instucion Libre EnseÑanza-Ajofrin;446866,633944722;4475211,45688745;-3.626370614917808;40.42584072757449
URB;0.0;6527;71028;C/, Julian Camarillo - San Romualdo-Cronos;447339,274269675;4476466,66343278;-3.6209031294477123;40.43717843146318
URB;0.0;6530;71031;C/, Julian Camarillo - Rufino Gonzalez-Miguel Yuste;447035,073822511;4476324,49037303;-3.6244777929729404;40.43587833484619
URB;0.0;6479;66013;Av, Niza - Austria-Pº, Ginebra;448574,979729005;4475264,36286633;-3.606236890710018;40.426424689390295
URB;0.0;6504;71039;Av, Jaca - Av, Jaca-Alcala;448189,741274918;4477715,45416863;-3.610977981887969;40.448481704740836
URB;0.0;10248;71042;C/, Marquesado Santa Marta - Clinica Navarra-Gta, Ricardo Velazquez Bosco;447068,40116876;4477644,29372077;-3.6241948375781567;40.44777000720315
URB;0.0;6538;71402;Av, 25 Septiembre - Av, 25 Septiembre-Alcala;446941,022768691;4477375,88571012;-3.625674437335107;40.4453439153301
URB;0.0;6539;71403;Av, 25 Septiembre - Pl, Olivas-Alcala;446944,746458083;4477363,29640606;-3.6256294782943757;40.44523074134926
URB;0.0;4183;13041;STA M* CABEZA ENTR,CALLE30 EXT SENT A4(DESDE PL, ELIPTICA);440121,388514535;4471703,36841451;-3.7055524340433297;40.39378005752587
URB;0.0;4198;13058;SALIDA M-30 CALZADA INTERIOR SENT, STA M* CABEZA;440325,374522864;4471995,52412398;-3.7031764081494423;40.396426584042544
URB;0.0;5397;94016;(TACTICO)MAGNESIA E-O(BISMUTO-AV, REAL PINTO);439948,29306517;4466093,46597361;-3.707063537962771;40.343230566922834
URB;0.0;5398;94017;DOMINGO PARRAGA O-E(PSO, FERROVIARIOS-TRAV, LEGANES);439198,577986926;4465978,93245115;-3.715879311911587;40.34214448917787
URB;0.0;10167;47041;C/ Serrano Galvache - Bausa - Arturo Soria;443335,900923631;4480286,09050827;-3.668443371816834;40.471322522724314
URB;0.0;6167;53041;C/, Luis Ruiz  - Vital Aza-Ascao;445791,317556405;4475888,16741081;-3.6391041089008755;40.43186755201808
URB;0.0;6168;53042;C/, Luis Ruiz - Braulio Gutierrez-Francisco Rioja;445899,907829586;4475696,17242167;-3.6378075961910605;40.43014502159198
URB;0.0;6604;79004;Av, Niceto Alcala Zamora - Fernando Rojas-Ingeniero Emilio Herrera;445065,607318987;4482758,53113587;-3.648254218142069;40.49371163125051
URB;0.0;3618;97042;Don Pedro O-E - Moreria-Bailen;439381,131045423;4473719,43370645;-3.7144662797504404;40.41188817814221
URB;0.0;3649;53033;C/, Ezequiel Solana  - Ezequiel Solana-Francisco Villaespesa;445422,953907624;4475547,55450044;-3.643417502268207;40.428775030992426
URB;0.0;6162;53034;C/, Ezequiel Solana  - Servando Batanero- Francisco Villaespesa;445339,701583412;4475680,32389037;-3.644410334847916;40.429965626031304
URB;0.0;6166;53039;Av, Marques de Corbera - Ricardo Ortiz-Montejurra;444499,262542278;4475022,94476302;-3.654260583850446;40.42398794456478
URB;0.0;10308;53040;Av, Marques de Corbera - Gerardo Cordon-Jose Barbastre;444789,395369368;4475305,39888942;-3.65086514096069;40.426551751787855
URB;0.0;5862;83010;C/, Cocheron de la Villa - Cocheron de la Villa-Av, Albufera;446465,691586637;4470391,77022312;-3.6306915337882972;40.38239627636008
URB;0.0;5358;88002;Av, Ensanche de Vallecas (carriles centrales) - P,P,- EntrepeÑas;448360,44932296;4468790,18414571;-3.608240717155962;40.36808763833464
URB;0.0;5361;88005;Av, Ensanche de Vallecas - Alto de la Sartenilla-PeÑaranda de Bracamonte;448099,492802174;4468946,87147966;-3.6113270039463896;40.36948298391887
URB;0.0;3512;30021;(TACTICO) OBISPO TREJO O-E(SENDA DEL REY-MARTIN FIERRO);437924,521471129;4476435,80295964;-3.73189805040123;40.436250976119986
M30;0.0;6650;PM10341;PM10341;443747,677432301;4478418,16670066;-3.663420548507426;40.45452336718757
URB;0.0;6135;53057;Av, Marques de Corbera - Ntra, Sra, del Villar-Gerardo Cordon;444630,02077152;4475154,97346955;-3.652730755927525;40.42518604452076
URB;0.0;6606;79006;C/, Ana de Austria - Ana de Austria-Maria de Portugal;444271,142438424;4483586,42904101;-3.6577015606342824;40.50111672837325
URB;0.0;6622;79029;Ingeniero Emilio Herrera - Principe Carlos-Infanta Catalina Micaela;444067,601874105;4481940,21616205;-3.659958242992035;40.486273234832616
URB;0.0;6623;79030;Ingeniero Emilio Herrera - Av, Francisco Pi y Margall-Av, Manoteras;444198,77288714;4482055,08787395;-3.6584207380316336;40.48731687753253
URB;0.0;6920;79048;Av, Santo Domingo de la Calzada - Giro a la izquierda;443882,511718495;4483802,68926806;-3.6623069791335703;40.50303869786739
URB;0.0;6610;79051;Av, Francisco Pi y Margall - Ana de Austria-Maria Tudor;443737,948905213;4482731,73441513;-3.663917908578237;40.493381297993835
URB;0.0;6500;66018;Av, Luis Aragones N-S - Av, Luis Aragones-Pl, Grecia;448641,733153403;4476340,22369038;-3.605536922553571;40.436120840114086
URB;0.0;10240;66022;Vial 1 - Entrada Av, Arcentales;449168,637755407;4476034,74230992;-3.599300371421393;40.43340124324451
URB;0.0;5362;88006;C/, PeÑaranda Bracamonte - Av, EntrepeÑas-Av, Suertes;448457,948911143;4469187,66124661;-3.6071245034887385;40.37167443156884
URB;0.0;3582;11036;PUERTO SERRANO E-O(PUERTO MIRAVETE-EMBAJADORES);441598,799176788;4470786,6175977;-3.688061184181286;40.385626372273315
URB;0.0;4106;11037;EMBAJADORES S-N(PUERTO CRUZ VERDE-PUERTO SERRANO);441604,970433647;4470678,98746729;-3.687978616500144;40.384657213354835
URB;0.0;5103;13059;STA M* CABEZA S-N(ENTRADA M-30 SENT,A-3)(LATERAL TZNEL);440268,025376464;4471920,0064183;-3.7038450498180437;40.39574217127831
URB;0.0;6227;55007;Ctra, Canillas - Torquemada-Emigrantes;445934,970038307;4479587,54242643;-3.6377255245235602;40.46520288269788
URB;0.0;6228;55008;Ctra, Canillas - Emigrantes-Torquemada;445928,828396617;4479594,78389101;-3.6377985812381204;40.46526771786139
URB;0.0;6481;66015;Pº, Ginebra - Av ,Guadalajara-Suecia;448579,123198731;4475039,84816896;-3.6061698893246312;40.42440237490387
M30;0.0;6669;PM10766;PM10766;443977,811982468;4474303,0821054;-3.660343812772032;40.417468080692565
URB;0.0;9845;56009;Av, San Luis - Julio Danvila-Ctra, Acceso Estacion de Hortaleza;444082,993231262;4480279,43795699;-3.659630198087819;40.47131322299822
URB;0.0;6292;56010;Av, San Luis  - Ctra, Acceso Estacion de Hortaleza-Lorca;444364,110115491;4480282,45480733;-3.6563144478281195;40.47135927717911
URB;0.0;10239;66023;Vial 5 - Entrada Av, Arcentales;449032,290947635;4476105,9057657;-3.6009135199055846;40.43403398438609
URB;0.0;9930;29007;AV,MIRAFLORES S-N(AV,COMPLUTENSE -SINESIO DELGADO);438153,35070286;4478924,53583276;-3.7294426087230477;40.4586874580253
URB;0.0;4493;30024;(TACTICO) MARTMN  FIERRO S-N(JUAN HERRERA-LSPEZ OTERO);437885,540637145;4476656,40488968;-3.7323791805912276;40.43823533223266
URB;0.0;7058;30025;(TACTICO)SAN POL DE MAR,2 O-E(FORTEA-AV,MANZANARES);438318,728575068;4475108,5586154;-3.7271217359221556;40.4243239536121
URB;0.0;9919;32057;SINESIO DELGADO E-O(HOSPITAL CARLOS III-FINISTERRE);440785,178595054;4480688,91849679;-3.6985687394682207;40.47477343366401
URB;0.0;9918;32058;SINESIO DELGADO O-E(FINISTERRE-HOSPITAL CARLOS III);440771,84731628;4480684,67652653;-3.6987256039328975;40.4747342697433
M30;0.0;6666;PM10711;PM10711;444077,126608605;4474776,27719743;-3.6592148544729666;40.421737562201514
URB;0.0;5616;61112;(AFOROS)Costa Rica E-O(Superficie) - Pl,Jose Mª Soler-Paraguay;443228,47065504;4478902,9142187;-3.6695868513059797;40.45885489875294
URB;0.0;6346;57606;Av, LogroÑo - Luis de la Mata-Isla de Cuba;448216,797230033;4477868,05366464;-3.6106713820902048;40.44985809666923
URB;0.0;10243;66024;Av, Luis Aragones - Pl, Grecia - Vial 4;448757,992689098;4476454,89068944;-3.604175489590612;40.437161002878845
URB;0.0;6214;67002;C/, Villablanca - Minerva-Av, Gran Via del Este;449375,389035431;4472782,62954145;-3.5966040492469964;40.40411667691209
URB;0.0;7075;30028;JUAN HERRERA E-O(GIRO A MARTMN FIERRO);437894,757741975;4476681,9553893;-3.7322730093128396;40.438466189271715
URB;0.0;4496;31002;Francos Rodriguez O-E(Juan Encina-Jersnima Llorente);440123,070354188;4478676,19160837;-3.706189269977586;40.45659453459703
URB;0.0;3741;34005;LOPEZ DE HOYOS O-E(CARTAGENA-JUAN B, TOLEDO);442737,561360127;4477183,24064455;-3.675221381686134;40.44332958557477
URB;0.0;4625;34006;LOPEZ DE HOYOS E-O(JUAN B, TOLEDO-CARTAGENA);442723,18085402;4477174,10221904;-3.6753901171377072;40.44324627169493
M30;0.0;3493;PM10865;PM10865;443740,190475935;4473602,59873257;-3.6630825757475134;40.41114171005245
M30;0.0;6670;PM10902;PM10902;443517,00207133;4473094,19846419;-3.6656677971962712;40.40654664322507
URB;0.0;5629;62014;Capitan Blanco Argibay N-S - Mundillo-Bravo Murillo;440960,033260753;4479592,89113003;-3.6964040882269087;40.4649124266623
URB;0.0;5631;62016;Pensamiento E-O - Infanta Mercedes-Bravo Murillo;440788,172284695;4478999,18164396;-3.6983757333825236;40.45955181729556
URB;0.0;5633;62018;San German E-O - Infanta Mercedes-Bravo Murillo;440633,487755977;4478738,78533628;-3.7001756821625005;40.45719502321028
URB;0.0;5638;62023;Poeta Joan Maragall S-N - Francisco Gervas-Rosario Pino;441345,623456947;4479163,11237203;-3.6918164639868625;40.46106810995887
URB;0.0;5639;62024;Poeta Joan Maragall S-N - Jose Castan TobeÑas-Bravo Murillo;441377,287839362;4479542,12945448;-3.6914780262520277;40.46448469063835
URB;0.0;6502;64016;C/, San Hilario - Gonzalo Torrente Ballester-Av, Luis Aragones;448644,628933512;4477444,17522205;-3.6055920202850062;40.4460660876724
URB;0.0;6405;64020;Av, Arcentales - Albadalejo-Av, Canillejas a Vicalvaro;447993,206094548;4476136,92724614;-3.613166297081137;40.4342491201
URB;0.0;6406;64021;Maria Sevilla Odiago - Niza-Av, Canillejas a Vicalvaro;448189,213101837;4475973,60373698;-3.610842161426431;40.43279003510868
URB;0.0;6407;64022;C/, Arcos de Jalon - Pobladura del Valle-Juli Garcia Boutan;448117,390199194;4475462,78493804;-3.6116472040073937;40.4281837875128
URB;0.0;5628;62013;Ulpiana Benito S-N - Sofora- Bravo Murillo;441252,882235556;4479575,91634193;-3.6929484657901517;40.46478026971695
URB;0.0;5670;62056;Sor Angela de la Cruz O-E - Poeta Joan Maragall-Pl,Cuzco;441346,276745158;4478944,41473372;-3.691788549115093;40.45909803450312
URB;0.0;5671;62057;Infanta Mercedes N-S - Francisco Gervas- Sor Angela de la Cruz;440959,407331369;4479120,61644039;-3.6963675338083455;40.4606579365513
URB;0.0;5672;62058;Infanta Mercedes S-N - Pensamiento-Sor Angela de la Cruz;440921,749896413;4478991,51523819;-3.6967996450910157;40.459492262592
URB;0.0;5655;62040;Rosario Pino E-O - Poeta Joan Maragall-Orense;441294,724301214;4479280,92627508;-3.6924276653239243;40.46212583293029
URB;0.0;5665;62051;Infanta Mercedes S-N - San German-Huesca;440822,637644582;4478704,11327006;-3.697941750889837;40.45689617334387
URB;0.0;5667;62053;Infanta Mercedes N-S - Huesca-San German;440839,335423839;4478772,9645949;-3.697751246674323;40.457517603807446
URB;0.0;5668;62054;Huesca E-O - Hermano Garate-Infanta Mercedes;440901,565427905;4478819,82834252;-3.697021709629985;40.457944199920114
URB;0.0;5669;62055;Rosario Pino O-E - Poeta Joan Maragall-PºCastellana;441392,599533606;4479271,69611233;-3.6912724560519052;40.46204959311431
URB;0.0;5723;63036;Orense S-N - Reina Mercedes-Gral,Peron;441061,998782946;4478069,77008532;-3.6950600205826687;40.451198747433466
URB;0.0;5726;63039;Reina Mercedes O-E - Edgar Neville-Orense;440932,870145641;4478034,08166756;-3.69657941747764;40.45086808477861
URB;0.0;5729;63042;Edgar Neville N-S - Raimundo Fdez,Villaverde-Hernani;440885,526857558;4477611,81917921;-3.697098392155504;40.447060795621034
URB;0.0;5733;63046;Basilica O-E - Aviador Zorita-Edgar Neville;440810,531485489;4477861,70919506;-3.698005991007788;40.44930657698617
URB;0.0;5734;63047;Reina Mercedes E-O - Orense-Edgar Neville;441033,873902143;4478031,5366225;-3.6953881257617627;40.450852329127784
URB;0.0;5736;63049;Hernani E-O - Edgar Neville-Aviador Zorita;440851,144337744;4477722,03457156;-3.6975140789135086;40.44805121824977
URB;0.0;5738;63051;Raimundo Fdez,Villaverde E-O(Giro) - Edgar Neville-Aviador Zorita;440802,569473414;4477556,86986549;-3.698071464111381;40.446559885244746
URB;0.0;7115;63055;Bravo Murillo S-N(Giro a Avila) - Navarra-Castilla;440382,622967731;4478295,45101591;-3.7030925688380596;40.45318332614814
URB;0.0;3455;63057;Bravo Murillo S-N - Hernani-Palencia;440334,717243586;4477843,43189702;-3.7036150279108235;40.4491079115886
URB;0.0;5719;63032;Orense N-S - Hernani-Raimundo Fdez,Villaverde;441022,444779788;4477675,37469125;-3.6954898231955564;40.447643056237034
M30;0.0;6696;PM12471;PM12471;436444,350181732;4479985,54629291;-3.7497038496259725;40.468116417301175
M30;0.0;10180;PM12502;PM12502;436387,381287899;4480355,30058275;-3.7504128772846768;40.47144291259522
M30;0.0;6698;PM12571;PM12571;436784,305452721;4480679,88852566;-3.7457632462490675;40.47439720112946
M30;0.0;6815;PM12572;PM12572;436819,999695498;4480671,24285762;-3.745341329485372;40.47432203442864
M30;0.0;6817;PM12622;PM12622;437403,727730406;4480589,66104134;-3.7384475197532803;40.4736313193394
M30;0.0;6700;PM12721;PM12721;438209,072094954;4480483,19515689;-3.728937243340961;40.47273254435508
M30;0.0;3801;PM12781;PM12781;438767,679430536;4480747,57327421;-3.722373467845819;40.47515552295103
URB;0.0;6497;65017;Fuente Carrantona S-N - Jose Bergamin-M-23;446672,915586112;4473730,04532146;-3.628529951251118;40.412482881221784
URB;0.0;6433;67024;Av, Doctor Garcia Tapia - Corregidor Diego Valderrabano-Arroyo de la Media Legua;444422,893130214;4473763,57258384;-3.6550507507518764;40.412637717319264
URB;0.0;6987;67607;Bulevar Jose Prat - Bulevar Indalecio Prieto-Ladera de los Almendros;447052,244167269;4472143,12726433;-3.623927296133305;40.39821113295434
URB;0.0;9983;68602;Av, Entrevias - La Mancha-Membezar;443199,51662417;4470390,18706969;-3.6691680210799094;40.38216576330112
URB;0.0;3511;63063;Filipinas 14 E-O(Entrada Tunel) - Jesus Maestro-Blasco Garay;439709,139595433;4476812,18993801;-3.7108938638663704;40.43977292074279
URB;0.0;5763;97003;Av,America 22 O-E - Pilar de Zaragoza - Cartagena;442774,679806232;4476672,77437717;-3.6747377410636926;40.43873361180466
URB;0.0;5768;97011;Ctra, A-6 N-S(Lateral) (Entrada a Gta,Cardenal Cisneros) - Paul Guinard - Gta,Cardenal Cisneros;438283,781373776;4476875,25320375;-3.727705221227788;40.44023645339646
URB;0.0;6983;97018;Av,Pablo Iglesias  N-S - Juan Montalvo - Reina Victoria;439885,51439443;4477740,28827549;-3.708902198077586;40.44814638836006
URB;0.0;10212;97019;Av,Pablo Iglesiass N-S  - Juan XXIII - Almansa;439764,798742681;4477955,02788559;-3.7103460061623887;40.450072112224014
URB;0.0;10242;66401;TACTICO Giro de Av, Arcentales entrada al Estadio -  Giro de Av, Arcentales entrada al Estadio;449072,303677095;4475957,45195265;-3.6004298952589635;40.432699069878296
URB;0.0;6216;67004;Ctra, Vicalvaro a la Estacion de O´Donnell - Abad J, Catalan-Villablanca;449583,05742263;4472763,20254224;-3.5941552920341264;40.40395426635573
URB;0.0;3808;67006;C/, Hacienda Pavones - Intercambiador-Valdebernardo;446244,217101216;4472362,6810365;-3.633466940117552;40.400137244040835
URB;0.0;6126;67401;Camino Vinateros  - M-30-Manuel Machado;444017,499163461;4473554,80500851;-3.6598101942072025;40.410729854059426
URB;0.0;6988;67606;Bulevar Jose Prat - Ladera de los Almendros-Bulevar Indalecio Prieto;447052,986887424;4472074,81986836;-3.6239128640583087;40.3975958230012
URB;0.0;7004;97099;Mendez Alvaro O-E - Repsol -Estrella Naos;441976,879450743;4472224,76909776;-3.6837381094092847;40.39860844604933
URB;0.0;4129;97101;Ramirez de Prado O-E - Juan Mariana-Pl,Amanecer en Mendez Alvaro;441805,945064084;4472292,69968315;-3.6857584543561916;40.39920847337732
URB;0.0;4126;97102;Comercio E-O - Garganta de los Montes-Mendez Alvaro;441955,28718478;4472441,20099956;-3.6840122661939567;40.40055667580955
M30;0.0;7014;PM13222;PM13222;443015,212979909;4481802,10519696;-3.6723623842491584;40.48495750337697
URB;0.0;7098;97085;Ferraz N-S - Pl, EspaÑa - Cuesta San Vicente;439399,115341202;4474951,98667635;-3.7143717596963777;40.42299287885666
