tipo_elem;distrito;id;cod_cent;nombre;x;y;longitud;latitud
URB;0.0;9938;15309;(MICRO) Pº RecoletosN-S(Prim -Pl, Cibeles ) - (MICRO) Pº RecoletosN-S(Prim -Pl, Cibeles );441190,743972649;4474618,43583407;-3.6932224301580048;40.42011665443967
URB;0.0;4314;16043;Bailen S-N - Lateral entrada cruce G,10;439535,370228327;4474715,26756281;-3.7127431781133287;40.42087032045403
URB;0.0;4359;17027;Ferraz, 95  S-N - Benito Gutierrez-Romero Robledo;438768,269369896;4475831,4491484;-3.7218924073844044;40.430869259869574
URB;0.0;4363;17032;Marques de Urquijo E-O - Ferraz-Pintor Rosales;438870,153397469;4475654,14745438;-3.7206742836490014;40.429279545947
URB;0.0;4387;18010;Conde Duque, 13 S-N - Sta Cruz de Marcenado-Alberto Aguilera;439828,975988065;4475616,19635832;-3.7093677314498557;40.42900757324451
URB;0.0;4419;20001;(AFOROS) Cea Bermudez, 30 O-E - Galileo-Vallehermoso;439825,80656605;4476709,07322455;-3.709508569352863;40.43885245225058
URB;0.0;4469;22304;(MICRO) Pº Castellana N-S(Delante G,3,salida) (P,M,1) - (MICRO) Pº Castellana N-S(Delante G,3,salida) (P,M,1);441343,581738206;4476872,97171916;-3.6916289996868787;40.44043736871857
URB;0.0;5468;60021;Bravo Murillo O-E - Poeta Joan Maragall-Pl,Castilla;441401,663808223;4479651,60569821;-3.6912006316174537;40.46547261820191
URB;0.0;5499;60055;Pºde la Habana N-S - Crevillente-Concha Espina;441921,310220768;4478267,31401534;-3.6849448602607584;40.45303879843893
URB;0.0;5534;61020;Jose Bardasano N-S - Av,Pio XII-Memorial 11 de Marzo 2004;442999,426896118;4479824,89854774;-3.6723709240814015;40.46714487682783
URB;0.0;5608;61102;Principe de Vergara S-N - Pl,Republica Dominicana-Alfonso XIII;442625,085017393;4478936,87830367;-3.676706032679134;40.459119421691575
URB;0.0;5609;61103;Princip de Vergara N-S - Pl,Republica Dominicana-Potos;442603,973341147;4478809,48842589;-3.676943498106615;40.45797037757595
URB;0.0;5612;61108;Serrano S-N - Pl,Republica El Salvador-Rodriguez Marin;442365,685687137;4478302,1907919;-3.679707682100054;40.45338391712998
URB;0.0;6981;61124;Costa Rica O-E(Tunel) - Principe de Vergara-Puerto Rico;442698,086484108;4478870,61534442;-3.6758390948340405;40.45852753173359
URB;0.0;5622;62003;(AFOROS)Bravo Murillo  E-O - Pinos Alta-Capitan Blanco Argibay;441114,70389369;4479570,7395253;-3.694577747209948;40.464723852752954
URB;0.0;3663;62004;Bravo Murillo N-S - Azucenas-Conde Vallellano;440897,077176537;4479360,5388375;-3.6971249923137823;40.462814825675615
URB;0.0;5652;62037;Orense N-S - San German-Pedro Teixeira;441098,053926367;4478594,41689025;-3.694683521590658;40.45592754776282
URB;0.0;5653;62038;Infanta Mercedes N-S - OÑate-Rosa Silva;441181,095814828;4479412,9340901;-3.6937800531342146;40.463306978621496
URB;0.0;5654;62039;Infanta Mercedes S-N - Pedro Villar-Pl,Angel Carbajo;441051,419548388;4479244,75435271;-3.6952938808327667;40.46178275537579
URB;0.0;5685;62075;Bravo Murillo N-S - Marques de Viana -Algodonale;440764,253255371;4479089,47565488;-3.6986662541135535;40.46036351835652
URB;0.0;5705;63018;Francos Rodriguez O-E - Fulgencio de Miguel-Bravo Murillo;440333,2807139;4478492,657469;-3.7036929741476525;40.45495630262797
URB;0.0;5706;63019;Castilla O-E - Goiri-Bravo Murillo;440312,628542527;4478264,70851826;-3.703915093277539;40.4529013614888
URB;0.0;5708;63021;Jaen E-O - San Antonio-Bravo Murillo;440422,568753895;4477991,29751238;-3.702592967287086;40.450446248355185
URB;0.0;5710;63023;Reina Victoria O-E - Marques de Lerma-Gta,Cuatro Caminos;440148,891024741;4477594,23980868;-3.7057827803776204;40.44684972647884
URB;0.0;3454;63056;Juan de Olias E-O - Infanta Mercedes-Bravo Murillo;440505,977077564;4478318,87787723;-3.7016401010618263;40.453403203906895
URB;0.0;5778;97030;Gral, IbaÑez Ibero S-N  - Francisco Sales - Reina Victoria;439753,252230505;4477504,59492488;-3.7104394332900723;40.446013591018186
URB;0.0;5780;97032;Av, Del Valle S-N - Poeta Angela Figuera - Reina Victoria;439381,06135544;4477386,65209691;-3.7148167897590776;40.444924059454635
URB;0.0;3500;97034;Juan XXIII - N-S  - Ramiro Maetzu - Av, Moncloa;439159,976851423;4477672,75585409;-3.7174510240125587;40.44748524701213
URB;0.0;4260;97038;Cuesta de la Vega O-E - Ronda Segovia-Bailen;439361,698282389;4474076,16766077;-3.714729303275593;40.415100384408746
URB;0.0;4262;97041;Bailen S-N (P,M,3) - Don Pedro -Mayor;439461,778971582;4474009,6526376;-3.713543432816322;40.41450847254806
URB;0.0;4263;97043;Cra,San Francisco E-O - Isidro Labrador-Gran Via San Francisco;439537,593794104;4473621,13231759;-3.712612971937405;40.41101401384138
URB;0.0;4139;97058;Mendez Alvaro - E-O (Delante Gr5) - Mendez Alvaro - E-O (Delante Gr5);442648,685110596;4471476,1574967;-3.6757547251849387;40.39191107322953
URB;0.0;4134;97059;Retama N-S  - Ombu - Mendez Alvaro;442578,053675877;4471694,45187105;-3.676606583716511;40.39387272498603
URB;0.0;3516;97078;Salida Calle 30 E-O - (Tronco M-30 -Gta,Piramides)a 280mts;439625,194287367;4472256,87128525;-3.7114511706315496;40.39873046140504
URB;0.0;7074;97596;Dr,Esquerdo 35 S-N(Giro a Goya) - Jorge Juan-Fundadores;443270,099450324;4475008,37524475;-3.6687481298400386;40.42377379315694
URB;0.0;7070;97597;(FICTICIO) Dr,Esquerdo N-S - Jorge Juan - Duque de Sesto;443255,090054904;4474901,5877019;-3.6689155238301305;40.42281077119551
URB;0.0;5785;40003;Av, Buenos Aires - Rio Iguazu-Av, Palomeras;444575,131819418;4470794,5799891;-3.6529980492603222;40.3859014229774
URB;0.0;5786;40004;Av, Buenos Aires - Av, Pablo Neruda-Pedro Laborde;444582,112897468;4470451,16652214;-3.652885934657506;40.3828082070963
URB;0.0;5860;41052;Av, Albufera - Cantalapiedra-Josefa Diaz;444196,681168993;4471495,7348837;-3.657517983110243;40.39219258470144
URB;0.0;5861;41053;Av, Albufera - Av, Albufera-Cocheron de la Villa;446514,990574165;4470463,33216955;-3.6301167791716957;40.38304411954791
URB;0.0;10008;44606;C/, Alcala - Albarracin-Tampico;446355,600392364;4476712,93685337;-3.6325213925856583;40.439334131585845
URB;0.0;5947;45001;Av, Institucion Libre EnseÑanza - Dr, Cirajas-Vital Aza;446030,761033806;4476272,20342558;-3.6363139188941846;40.43534273758367
URB;0.0;5992;45048;Pl, Alsacia - Institucion Libre EnseÑanza-Nicolas Salmeron;447068,332446183;4474316,68861429;-3.623918518835694;40.41779296732506
M30;0.0;6899;04TL40PM02;04TL40PM02;444605,576381259;4472820,26360887;-3.652815601093532;40.404152021849114
URB;0.0;6038;46032;C/, Torrelaguna  - Arturo Baldasano-Jose Silva;443981,955537857;4478451,45254494;-3.6606606644891926;40.45483904605951
URB;0.0;6040;46034;C/, Torrelaguna  - Sorzano-Acceso M30;444079,304201131;4478026,60397703;-3.6594752167149087;40.451018354529225
URB;0.0;6063;47002;C/, Arturo Soria - AÑastro-Ramonet;443513,042441004;4479914,28064723;-3.6663207335449224;40.4679851542924
URB;0.0;6103;47044;C/, Mesena  - Ramonet-AÑastro;443739,32970708;4479932,60026419;-3.663653241200527;40.46816554204081
URB;0.0;6105;47402;C/, Laud  - Jazmin-Arturo Soria;443707,352414255;4481528,2861969;-3.6641720539410825;40.48253803930046
URB;0.0;6137;53005;Av, Marques de Corbera - Maria Teresa Saenz de Heredia-Santa Prisca;444757,813900531;4475261,65943665;-3.651233624390443;40.42615562608556
URB;0.0;6139;53008;C/, Francisco Villaespesa - Berastegui-Ezequiel Solana;445462,550573207;4475632,80736062;-3.642958032787588;40.42954563378014
URB;0.0;6930;54027;C/, San Cipriano - Lago Van-Villalmanzo;448517,746913627;4472787,9916468;-3.6067111447067055;40.404112392520474
URB;0.0;6218;54031;Av, Daroca - Casalarreina-Av, Daroca;447713,85168623;4473302,78414159;-3.6162267165612847;40.40869987981796
URB;0.0;6922;54032;C/, San Cipriano - Daroca-Paseo Artilleros;448259,749162808;4472790,82846324;-3.6097516800191394;40.40412195540335
M30;0.0;6901;04TL40PM03;04TL40PM03;444591,420784285;4472829,40755642;-3.6529832085984273;40.404233453950496
URB;0.0;9969;57024;Luis de la Mata - Av LogroÑo-Galatea;448082,782494641;4477960,05428696;-3.6122592336799233;40.45067853270796
URB;0.0;6347;57401;Av, LogroÑo - Bureta-Marques Berna;450391,686372418;4479522,18990246;-3.5851538123892164;40.4648922191923
URB;0.0;6361;59007;C/, Virgen de la Alegria - Virgen de la Alegria- Pl, Jose Banus;444302,019826935;4476122,48741695;-3.656681939003115;40.43388003800939
URB;0.0;6362;59008;C/, Alcalde Lopez Casero - Alcala-Virgen de Lluc;444379,815139411;4476116,5109158;-3.6557642623406528;40.43383140459799
URB;0.0;6363;59009;C/, Virgen del Sagrario - Virgen del Portillo-Jose del Hierro;444850,623520081;4476483,89917495;-3.6502456353224697;40.43717238841142
URB;0.0;6364;59010;C/, Virgen del Sagrario - Virgen de Lluc-Elfo;444984,403075956;4476270,23151113;-3.6486498882331744;40.435256414916935
URB;0.0;6367;59013;C/, Hermanos de Pablo    - Alcala-German Perez Carrasco;445348,012059122;4476267,74901555;-3.644362876805613;40.43525802451606
URB;0.0;6369;59015;C/, Virgen del Portillo - Jose del Hierro-Fernandez Cano;445154,963461344;4476720,18311307;-3.6466778892956153;40.43932108930134
URB;0.0;6495;65001;Fuente Carrantona 28 N-S - Pl, Alsacia-Av, Daroca;446907,205002532;4474202,15163017;-3.625808099836144;40.41675088379389
URB;0.0;6420;65002;C/, Fuente Carrantona  - Jose Bergamin-M-23;446610,220129403;4473617,0625748;-3.6292593766714547;40.41146104396071
URB;0.0;6422;65004;C/, Fuente Carrantona  - Mario Cabre-Luis de Hoyos Sainz;446238,563454462;4472896,37012237;-3.6335786347402683;40.40494468253521
URB;0.0;6423;65005;C/, Fuente Carrantona - Luis de Hoyos Sainz-Hacienda de Pavones;446057,746312261;4472547,24326529;-3.635679853715174;40.4017878366341
URB;0.0;3805;65012;Av, Pablo Neruda S-N(Puente) - Miguel Hernandez-Arroyo Fontarron;445682,762132024;4471732,26624687;-3.640029047765199;40.39442164282599
URB;0.0;6429;65013;C/, Fuente Carrantona - Encomienda de Palacios-Hacienda de Pavones;445974,77197596;4472365,73313955;-3.6366421993893105;40.400147301482235
URB;0.0;6467;65404;Av, Doctor Garcia Tapia - Camino Vinateros-Av, Doctor Garcia Tapia;444930,349533757;4473713,77621416;-3.6490657513425595;40.412222852035406
URB;0.0;3557;66001;Pl, Grecia - Pl, Grecia-M-40;448464,874185413;4476169,27823455;-3.607608195099252;40.43456991757486
URB;0.0;6116;67011;Camino Vinateros  - Av, Moratalaz-Marroquina;445165,799620968;4473286,0905819;-3.6462539836003542;40.408385552846184
URB;0.0;6466;67407;C/, Alcalde Garrido Juaristi - Alcalde Garrido Juaristi-Arroyo Media Legua;444602,881894342;4473860,22499843;-3.65293788842162;40.413520416300834
URB;0.0;6984;67601;Bulevar Jose Prat - Av, Democracia-Cordel Pavones;447492,947824012;4472004,32729118;-3.6187229610165774;40.39698863559341
URB;0.0;6985;67603;Bulevar Jose Prat - Cordel Pavones-Bulevar Indalecio Prieto;447282,894549657;4472071,49711671;-3.621203572176024;40.39758047500883
URB;0.0;6990;67604;Bulevar Indalecio Prieto - Poetas-Bulevar Jose Prat;447150,865707357;4471955,45952947;-3.6227496445684735;40.396526764787055
URB;0.0;6989;67605;Bulevar Indalecio Prieto - Pinillas-Bulevar Jose Prat;447190,680423316;4472189,40914393;-3.622299917137741;40.39863686054989
URB;0.0;9948;67614;Camino Vinateros - Corregidor Jose Pasamonte-Marroquina;444941,133644816;4473388,08083059;-3.64891047121664;40.4092895117197
URB;0.0;6516;71015;C/, San Romualdo - Av, Arcentales-Cronos;447412,447976663;4476214,29780644;-3.620019528988767;40.4349096025043
URB;0.0;6552;74005;C/, Campezo - Laguardia-Samaniego;450580,15501958;4477376,57636897;-3.5827638201788337;40.44557442388613
URB;0.0;3796;79025;Av, Burgos - Camino Fuencarral a Hortaleza-Puerto de Somport;443407,847227266;4482880,21502729;-3.6678262705478004;40.49469643121572
URB;0.0;6619;79026;Av, Burgos - Francisco Pi y Margall-Av, Burgos;443566,407282299;4482979,24195763;-3.6659640932798885;40.49559930409031
URB;0.0;5206;82006;C/, Real Arganda - Serrania de Ronda-Gavia Seca;447336,820525219;4470075,46763768;-3.6204031348388415;40.37960232241346
URB;0.0;9864;88015;Av, EntrepeÑas - Av, Suertes-PeÑaranda Bracamonte;448530,721541746;4469174,33524691;-3.606266269202417;40.37155887815593
URB;0.0;4103;11032;EMBAJADORES N-S(BRONCE-PLANETARIO);441377,268319318;4470976,97733661;-3.690688516212143;40.38732567787754
URB;0.0;4104;11033;EMBAJADORES N-S(VIQUELAS-BRONCE);441341,0611961;4471049,83096887;-3.6911217850367914;40.387979434175925
URB;0.0;4212;14016;RONDA VALENCIA E-O(MESON DE PAREDES-GTA, EMBAJADORES);440509,633206474;4472998,85020988;-3.7010991110063465;40.40547823062273
URB;0.0;4213;14017;EMBAJADORES S-N(SEBASTIAN ELCANO-GTA, EMBAJADORES);440456,361543338;4472843,12637757;-3.701712309139862;40.40407158519171
URB;0.0;5407;29004;AV, COMPLUTENSE S-N(FRENTE A FACULTAD FARMACIA-PARANINFO);438287,049440827;4477630,65315304;-3.727740077172691;40.44704162723315
URB;0.0;5116;30034;P: VIRGEN DEL PUERTO N-S(GTA, SAN VICENTE-PTE, SEGOVIA);438846,257275243;4474103,95160922;-3.7208069018325913;40.415312960475944
URB;0.0;4514;31025;PABLO IGLESIAS S-N(ARQUITECTO SANCHEZ ARCAS-LECEROS);439586,755102145;4478611,72474313;-3.7125079824530403;40.45597497782544
URB;0.0;3766;31061;(TACTICO) Isla de Oza O-E(Isla Alegranza-Antonio Machado);438925,304560274;4479395,44576109;-3.720383896273062;40.46298668246315
URB;0.0;4538;31062;NUMANCIA N-S(LEQADORES-PABLO IGLESIAS);439623,304302801;4478492,27590363;-3.712065596322266;40.4549015916135
URB;0.0;4540;31065;(AFOROS) FRANCOS RODRIGUEZ E-O(LORENZANA-P: DIRECCISN);439888,612072442;4478717,58091432;-3.708958192918881;40.456950460424196
URB;0.0;10218;31070;JERONIMA LLORENTE E-O (ANTURIO -PAMPLONA);440155,882483637;4478573,02051724;-3.70579258546704;40.455667490989725
URB;0.0;10220;31072;PAMPLONA S-N (FERNANDO OSSORIO -JERONIMA LLORENTE);440173,152734275;4478466,17263103;-3.705578848457388;40.45470620508896
URB;0.0;10221;31073;PAMPLONA N-S(FRANCOS RODRIGUEZ -JERONIMA LLORENTE);440077,772061564;4478562,00656456;-3.7067127021656208;40.45556264467159
URB;0.0;3596;32028;GINZO DE LIMIA S-N(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO);440411,738939707;4480846,91480833;-3.702988810815033;40.476170015259456
URB;0.0;4593;33009;AV,MONFORTE DE LEMOS E-O(P:CASTELLANA-AV,MONFORTE DE LEMOS);441701,110167971;4480735,52380384;-3.687768344686964;40.47525807233255
URB;0.0;10032;33014;MONFORTE DE LEMOS O-E (PUENTECESURES - PEDRO RICO);441256,722761176;4481178,14471425;-3.6930515459009836;40.47921406413919
URB;0.0;4599;33016;ARZOBISPO MORCILLO O-E(ACC,TORRES-P:CASTELLANA);441755,760103618;4481230,36479562;-3.687169117057626;40.47971963628681
URB;0.0;4601;33018;ARZOBISPO MORCILLO E-O(TZNEL A 180M) (ACC,TORRES-PEDRO RICO);441659,717975018;4481246,76831718;-3.688303659789172;40.47986066372514
URB;0.0;4640;34028;RAMOS CARRISN E-O (CORAZSN DE MARIA -CLARA DEL REY);443422,144740188;4477519,06769312;-3.6671794158468787;40.446401748437836
URB;0.0;4652;35011;CARTAGENA S-N(ERASO-MARIA TERESA);443155,282898187;4476241,16492887;-3.670211771690614;40.434871560965014
URB;0.0;4653;35012;CARTAGENA N-S(AZCONA-MARTMNEZ IZQUIERDO);443132,439879849;4476103,64634158;-3.670468773183549;40.433631162254606
URB;0.0;4681;35049;PL,VENECIA O-E(AV,BRUSELAS-AV,BRASILIA);443821,23788506;4476900,24618689;-3.6624187867713376;40.44085415526358
URB;0.0;5416;43003;AV,MONFORTE DE LEMOS E-O(PL,VERMN-AV,BETANZOS);439733,329328515;4481060,56100494;-3.711012028616297;40.47804566415866
URB;0.0;5417;43004;AV,MONFORTE DE LEMOS O-E(PL,VERMN-PL,FONSAGRADA);439865,417098735;4481084,18641447;-3.7094560418812756;40.47826806588898
URB;0.0;3485;43009;(AFOROS) AV,MONFORTE DE LEMOS E-O(COLEG,PRINCIPE-FINISTERRE);440528,619465353;4481265,56219424;-3.7016492803240104;40.4799497278126
URB;0.0;4691;90006;P: MELANCSLICOS E-O(SAN EPIFANIO-P: PONTONES);438887,020403872;4472764,77503763;-3.720197856052157;40.40325204884773
URB;0.0;5752;91010;(TACTICO)Salida T,V,E O-E(Delante G, 7);442650,552584609;4480186,82347698;-3.6765186427012524;40.47038124569957
URB;0.0;9905;93027;Chantada O-E (Candido Mateos-Camino Ganapanes);439272,696229837;4480518,92604171;-3.7163942059914197;40.47313286738717
URB;0.0;4752;24018;CARPETANA ENTRE NTRA, SRA VALVANERA Y LAGUNA;437060,623553773;4471583,05805473;-3.7416028866836353;40.39247058201247
URB;0.0;4824;26015;ACC, M40 A AV,ANDALUCIA O-E;440963,838374234;4468425,68407409;-3.6953228733198618;40.36431302706893
URB;0.0;4858;28003;(TACTICO)BARDEGUERAL S-N;434561,588155015;4478135,60664651;-3.771720345575672;40.45130549298047
URB;0.0;4880;36012;CNO, BARRIAL S-N (OSA MAYOR-ANA TERESA);433030,021135936;4479166,2785749;-3.789889353911559;40.4604680414862
URB;0.0;5204;36013;ALMANZORA O-E(CINCO LAGUNAS-C,BARRIAL);432944,976150562;4479189,05135494;-3.79089474755404;40.460666325291044
URB;0.0;5219;36015;OSA MAYOR ENTRE ARANDIGA Y PICO OCEJON;433117,867648231;4478939,90320121;-3.7888294723884073;40.458435875394
URB;0.0;5217;36016;OSA MAYOR O-E (PICO OCEJON-ARANDIGA);433109,24615297;4478937,0931571;-3.788930851834108;40.458409867940226
URB;0.0;5218;36017;PICO OCEJON S-N (ACAMAR-OSA MAYOR);433244,761800443;4478935,40737463;-3.7873325030133005;40.45840557904525
URB;0.0;10108;36018;PLEYADES N-S(ARAIZ-ANA TERESA);433535,098918108;4479344,67360252;-3.7839513365382738;40.46211561916318
URB;0.0;4897;37010;VALMOJADO ENTRE VAMOJADO Nº 259 Y MAQUEDA SENTIDO N-S;435552,624041658;4471029,20428228;-3.7593138622200692;40.38736593075694
URB;0.0;3768;38015;(TACTICO)JOAQUIN TURINA S-N(GUITARRA-CARABANCHEL ALTO);436189,08101333;4469470,95013382;-3.7516597555047744;40.373377497455465
URB;0.0;4974;39021;EDUARDO BARREIROS N-S(GTA, MALAGA-AV, POBLADOS);440906,562794905;4469271,90353471;-3.6960758368702717;40.37193219004886
URB;0.0;4999;39057;(TACTICO) RAFAELA YBARRA S-N(M-40-SIMCA);439369,701366974;4468460,87872634;-3.7141004664748785;40.3645156788823
URB;0.0;5889;42021;GINZO DE LIMIA, 60 S-N;440165,310151411;4481653,42672517;-3.7059719364206547;40.48341765367439
URB;0.0;10074;42303;(MICRO)ACCESO M-40 (DELANTE GRUPO 13);439003,773124695;4483077,75873205;-3.7198126392330897;40.49616398076184
URB;0.0;5058;49027;BLASA PEREZ N-S;438287,121340244;4471545,42106267;-3.7271487589742884;40.39222330597938
URB;0.0;10257;50038;MERCEDES DOMINGO N-S (SANTIAGO PRIETO - VIA);438764,580033489;4470950,14972796;-3.7214661682324803;40.38689605497409
URB;0.0;10229;73016;AV, CARDENAL HERRERA ORIA O-E (CHAPINERIA - GASCONES);437319,165317051;4480952,70436798;-3.7394809025731006;40.47689534830973
URB;0.0;6569;75011;AV, LLANO CASTELLNA N-S(MANUEL TOVAR-MAURICIO LEGENDRE);441992,632624927;4481962,38039889;-3.684441647560795;40.486330509707955
URB;0.0;6571;75014;CARDENAL HERRERA ORIA O-E(SALCEDO-ORDUÑA);441437,518200692;4482498,20256231;-3.6910406245849328;40.49111842831893
URB;0.0;10059;78002;PORTOMARIN E-O(SANTISO-AV, CAMINO SANTIAGO);443606,580819064;4484646,10393416;-3.6656384619001416;40.51061780773943
URB;0.0;7008;81019;PTE SAN ISIDRO E-O (CARRIL DERECHO)(PSO, MELANCOLICOS-PSO, ERMITA DEL SANTO);438600,480515541;4472824,03696133;-3.7235801035079152;40.40376482620301
URB;0.0;5296;85022;MARQUES JURA REAL N-S (ANTONIO LOPEZ-PEDRO YAGUE);439893,844684189;4471685,61531101;-3.7082317242381366;40.39360373902649
URB;0.0;5331;86030;MAESTRA JUSTA FREIRE ENTRE GANDO Y BLAS CABRERA;434952,025221016;4469915,33111434;-3.766275762562529;40.37728503878072
URB;0.0;5002;95005;Pº EXTREMADURA E-O(Pº ERMITA-CARAMUEL)(CARRIL ABIERTO);438368,062685502;4473952,51591264;-3.7264281867620976;40.413913488204145
M30;0.0;6665;PM10662;PM10662;443970,298705762;4475390,82075414;-3.6605282082261716;40.42726651588031
M30;0.0;3488;PM10712;PM10712;444059,704099821;4474778,51824088;-3.6594204140212065;40.42175657961385
M30;0.0;3489;PM10728;PM10728;444052,254168798;4474762,05676911;-3.659506779542718;40.42160778478955
M30;0.0;6668;PM10768;PM10768;444001,84585315;4474331,11846829;-3.660063007241435;40.417722265290564
M30;0.0;6703;PM12981;PM12981;440582,35931267;4481636,12876873;-3.7010500250217553;40.4832917775704
M30;0.0;6740;PM20756;PM20756;444143,642195157;4474580,32101374;-3.6584136115587604;40.41997674897875
M30;0.0;6773;PM23071;PM23071;441462,770189269;4481765,10249052;-3.690674964408499;40.484516161791326
M30;0.0;6806;PM43032;PM43032;440633,3310543;4483222,69095977;-3.700597291472053;40.497587750575065
M30;0.0;6807;PM43151;PM43151;441900,741118588;4481360,08729347;-3.685470624809649;40.480898385825164
M30;0.0;6808;PM43152;PM43152;441891,955023849;4481360,30951618;-3.685574298841291;40.48089977289061
M30;0.0;6809;PM43201;PM43201;444065,316509731;4481585,74831358;-3.659953930077258;40.48307987600244
M30;0.0;6810;PM43202;PM43202;444067,760452618;4481594,38477012;-3.659925858607088;40.48315784172623
M30;0.0;6933;PM43221;PM43221;443003,125903452;4481709,05942662;-3.6724966243167136;40.48411847788182
M30;0.0;1025;14RA15PM01;14RA15PM01;440395,63535026;4471840,52839359;-3.702334039554009;40.395035335462715
M30;0.0;1028;14RC10PM01;14RC10PM01;440135,217185677;4472007,54163344;-3.7054180978856213;40.3965211965479
M30;0.0;1030;14RE35PM01;14RE35PM01;440063,048404203;4471890,78374558;-3.706257448927622;40.3954641924657
M30;0.0;1029;14RH25PM01;14RH25PM01;440003,764086847;4471984,90849201;-3.7069648344673967;40.396307846420804
M30;0.0;1017;18NC80PM01;18NC80PM01;438455,20070354;4474879,16722579;-3.7254908720428785;40.42226760633908
M30;0.0;6835;18RA28PM01;18RA28PM01;438764,313318401;4474326,83216911;-3.7217941423208547;40.41731474068578
M30;0.0;6833;18RC06PM01;18RC06PM01;438783,998470808;4474322,55292567;-3.7215617160978582;40.41727763964214
URB;0.0;5080;02058;Reina Cristina O-E - Andres Torrejon-Gutenberg;442168,182114747;4473157,52030063;-3.6815687158961996;40.40702447545547
URB;0.0;5696;63008;Sta,Engracia S-N - Maudes-Gta,Cuatro Caminos;440359,361298501;4477438,24672892;-3.70328637959101;40.445459600148496
M30;0.0;6903;04TL40PM04;04TL40PM04;444594,676497733;4472818,20322289;-3.6529438674563166;40.40413273541424
URB;0.0;6204;54014;Paseo Artilleros - Villardondiego-Villajimena;448308,697152172;4473025,28511482;-3.609193907738568;40.40623713604628
URB;0.0;6205;54015;Paseo Artilleros - Villajimena-Villablanca;448290,859301903;4473253,60930215;-3.609422672011018;40.408292922446556
URB;0.0;3782;54016;Paseo Artilleros - Casalarreina-Calahorra;448273,82751536;4473279,21317438;-3.6096254721177448;40.408522520761586
URB;0.0;6219;54401;C/, Casalarreina - Camino Viejo de Vicalvaro-Cordovin;448127,764140873;4473381,53047218;-3.611355168828862;40.40943517282046
URB;0.0;6220;54402;C/, Villajimena - Villablanca-Paseo Artilleros;448317,423225476;4473174,45217163;-3.6091031885073646;40.40758147271674
URB;0.0;6242;55025;C/, Ulises - Ulises-Asura;444437,409022647;4478617,70413584;-3.655304062251056;40.45636729723546
URB;0.0;6283;55413;Av, de los Andes - Av, de los Andes-Boj;447476,801887972;4478540,25211363;-3.619453159831359;40.45586721445902
URB;0.0;6284;55414;C/, AÑil - Hipercor-Av, de los Andes;447622,655672294;4478668,79606867;-3.6177436761307797;40.45703441611922
URB;0.0;6285;55415;C/, Ribera del Loira  - Av, Partenon-Av, Consejo de Europa;447712,654600803;4478959,68170677;-3.6167062393175224;40.45966054548919
URB;0.0;10146;55601;Silvano 167 - M-40-Haendel;447033,435664316;4479292,34172225;-3.6247446416761644;40.46261431207415
URB;0.0;6286;56001;C/, Lopez de Hoyos - Ctra, Canillas-Lopez de Hoyos;444479,961282049;4479688,77562177;-3.654895928698332;40.46601888111662
URB;0.0;3659;56002;C/, Lopez de Hoyos - Guisona-Gran Via de Hortaleza;444606,203128594;4479884,27554895;-3.65342398177425;40.46778846660442
URB;0.0;6287;56003;C/, Lopez de Hoyos - Guisona-Angel Luis Herran;444697,827049453;4480005,5294091;-3.652353823802802;40.46888688486865
URB;0.0;9846;56020;Ctra, Acceso Estacion de Hortaleza - Virgen del Carmen-Av, San Luis;444312,73377271;4480390,80397993;-3.656929988210168;40.47233189492401
URB;0.0;6305;56025;C/, Mar Caspio - Felipe Herranz-Mar de las Antillas;445196,972352899;4480537,66655662;-3.646512150696559;40.47371371797842
URB;0.0;6309;56029;C/, Mar Adriatico - Chiquinquira-Ayacucho;445812,817309046;4480228,79766803;-3.6392210638742943;40.47097167890847
URB;0.0;6310;56030;Ctra, Acceso Estacion de Hortaleza - Capitan Cortes-Santa Adela;444695,616204115;4481091,90003836;-3.6524746265217463;40.478673283304595
URB;0.0;6351;57405;C/, Brezos - Antonio Sancha -Av, LogroÑo;450017,010988326;4479184,30018207;-3.58954645373464;40.46182584873378
URB;0.0;6352;57406;Av, LogroÑo - Joaquin Ibarra-Las Ramblas;449350,275131215;4478846,06663507;-3.597383170438637;40.45873846506396
URB;0.0;3792;59030;C/, Torrelaguna          - Av, Badajoz-General Kirkpatrick;444627,899407519;4477035,81842218;-3.6529196311857826;40.442129569795256
URB;0.0;6384;59032;Av, Badajoz - Aristotles-Madre Antonia Paris;444693,537123018;4477178,88309741;-3.652158167639233;40.443422740279864
URB;0.0;6385;59033;C/, Madre Antonia Paris - Agastia-Av, Badajoz;444721,418331488;4477281,14572721;-3.6518383196467825;40.444345829950386
URB;0.0;6386;59034;Virgen de Loreto  - Av, Donostiarra-Virgen del Portillo;444392,928811707;4476231,09016409;-3.655619686645437;40.434864472466494
URB;0.0;6967;59035;C/, Jose del Hierro - Rosalia Trujillo-Doctor Vallejo;445285,524598655;4476769,46942575;-3.645142779690336;40.43977368806605
URB;0.0;6387;59401;C/, Emilio Gastesi Fernandez - Prudencio Alvaro-Jose del Hierro;445012,731764567;4476463,86561099;-3.648332660266289;40.437002649674234
URB;0.0;9946;67613;Camino Vinateros - Arroyo Belincoso-Arroyo Media Legua;444551,637892915;4473538,39165842;-3.6535137903617145;40.410617745139895
