tipo_elem;distrito;id;cod_cent;nombre;utm_x;utm_y;longitud;latitud
URB;15.0;9984;47511;Cta. Sagrados Corazones  - Sta. MarÃ­a Magdalena-Arturo Soria;443.418.175.664.726;447.977.509.215.921;-3.66742727283946;40.4667248261432
URB;15.0;10009;47601;C/. Arturo Soria - Eladio LÃ³pez Vilches-Av. San Luis;443.358.372.261.921;448.073.350.280.895;-3.66821823194778;40.4753545485715
URB;15.0;10010;47602;Av. San Luis - Golfo de Salonica-Arturo Soria;443.362.022.008.264;448.078.567.301.666;-3.66817983660544;40.4758247699944
URB;15.0;9857;47603;Acceso Cuesta Sagrado CorazÃ³n -O - M-30-Cuesta Sagrado CorazÃ³n;443.398.285.148.741;447.986.655.359.466;-3.66767004127901;40.4675473979184
URB;12.0;4773;48001;MARCELO USERA O-E(SAN MAGIN-R. YBARRA);439.413.085.673.164;447.075.087.369.925;-3.7138071572738;40.3851482939805
URB;12.0;4774;48003;(AFOROS)MAR. USERA E-O(GAB. USERA-R.YBARRA);439.827.021.784.947;447.078.721.367.453;-3.70893413983194;40.3855056618248
URB;12.0;4775;48004;MARCELO USERA O-E(JESUS GRAN PODER-MONEDEROS);440.500.342.256.525;447.095.920.244.972;-3.70101797476715;40.3871033850698
URB;12.0;4777;48006;MANUEL NOYA N-S(M. SILVELA-MARCELO USERA);439.534.647.476.492;447.083.086.279.437;-3.71238266880127;40.385877707158
URB;12.0;4776;48007;(AFO)R. YBARRA S-N(D. BARRANCO-M. USERA);43.962.754.907.086;447.057.327.113.112;-3.71126380376747;40.3835639282524
URB;12.0;4781;48008;(AFO)R. YBARRA N-S(M. USERA-D. BARRANCO);439.624.713.625.062;44.705.592.859.929;-3.71129588125141;40.3834377375583
URB;12.0;4807;48009;RAFAELA YBARRA S-N(VERJA-D.BARRANCO);439.628.431.621.913;447.041.135.985.361;-3.71123806592936;40.3821054129063
URB;12.0;4780;48011;PTE. DE ANDALUCIA ENTRADA GTA. CADIZ  E-O;440.696.073.221.083;447.113.971.019.012;-3.69872886326832;40.388743449924
URB;12.0;4804;48012;AV. ANDALUCIA ENTRE S. FERMIN Y GTA MALAGA O-E;44.102.410.079.855;446.958.434.575.053;-3.69472030154013;40.3747551699549
